internalid,custrecord_rc_crse_crm_id,externalid,custrecord_rc_course_title,custrecord_rc_course_number,custrecord_rc_course_credit_level,custrecord_rc_course_credit_hours,custrecord_rc_course_instruction_mode,COURSE_SEQUENCE_COURSE_ASIGNMENT_CRM_ID,custrecord_rc_course_institution_name_uniq,custrecord_rc_course_institution_name,custrecord_rc_course_inst,custrecord_rc_course_dept,rc_course_alterations,ID
25025,23a6bfb2-ce11-e411-b40c-00155da93f1b,23a6bfb2-ce11-e411-b40c-00155da93f1b,Behavioral Analysis - Philosophical Aspects,6527,Graduate,30,On-Campus,04427064-7dc2-403c-98f2-321eb964d27e,Kibbutzim College,Kibbutzim College,ADA8FD94-255A-E911-8106-000C29A8E632,School for advanced studies,{Title:Behavioral Analysis - Philosophical Aspects},04427064-7dc2-403c-98f2-321eb964d27e23a6bfb2-ce11-e411-b40c-00155da93f1b
27064,e1b1e400-12b4-4f3b-851e-8fab21464655,e1b1e400-12b4-4f3b-851e-8fab21464655,Behavioral Analysis - Philosophical Aspects,6527,Graduate,30,On-Campus,66b31f3c-a9b5-4e47-82af-2123512d50ce,Kibbutzim College,Kibbutzim College,ADA8FD94-255A-E911-8106-000C29A8E632,Advanced Studies,{Title:Behavioral Analysis - Philosophical Aspects},66b31f3c-a9b5-4e47-82af-2123512d50cee1b1e400-12b4-4f3b-851e-8fab21464655
29852,da8c27a0-ac44-4d64-ab5a-ad314701e5cf,da8c27a0-ac44-4d64-ab5a-ad314701e5cf,Behavioral Applications and Consultation in School and Community Settings,SESE 710,Graduate,3,Hybrid,e7edd686-82d1-4cd2-8641-1072fa6a9972,Northern Illinois University,Northern Illinois University,46A77ECA-D75A-E911-8106-000C29A8E632,UnNamedDepartment,{Title:Behavioral Applications and Consultation},e7edd686-82d1-4cd2-8641-1072fa6a9972da8c27a0-ac44-4d64-ab5a-ad314701e5cf
26238,87813163-5cb2-4e34-b46d-19088407a2c3,87813163-5cb2-4e34-b46d-19088407a2c3,Behavioral Approaches to Treatment,PSY 6650,Graduate,3,On-Campus,401436f0-2db7-4c04-b36c-f147a206b218,Western Michigan University,Western Michigan University,851311B3-1011-E411-B0E2-0050569C00A7,Special Education,{Title:Behavioral Approaches to Treatment},401436f0-2db7-4c04-b36c-f147a206b21887813163-5cb2-4e34-b46d-19088407a2c3
29117,2a7889d8-23c6-470c-b049-823fcfe7d9e5,2a7889d8-23c6-470c-b049-823fcfe7d9e5,Behavioral Assessment and Intervention,EDP 6263,Graduate,3,Hybrid,c66204f2-de0f-44c2-bab7-341cea44cf52,University of Texas San Antonio,University of Texas at San Antonio,FE338BC8-66AD-E411-B490-0050569C00A7,Interdisciplinary Learning & Teaching/Educational Psychology,{Title:Behavioral Assesmnt & Interven},c66204f2-de0f-44c2-bab7-341cea44cf522a7889d8-23c6-470c-b049-823fcfe7d9e5
25829,2950ae33-da04-4bf3-9828-7c77db35b391,2950ae33-da04-4bf3-9828-7c77db35b391,Behavior Assessment (Spring 2014),PSY: 713,Graduate,3,Online,2b0483ca-9795-4374-9c91-7b19e98b5013,University of Nevada Reno,University of Nevada Reno,AFADA79E-C492-E511-A86B-0050569C00A7,Psychology,{Title:Behavioral assess},2b0483ca-9795-4374-9c91-7b19e98b50132950ae33-da04-4bf3-9828-7c77db35b391
28162,15af3dd1-83d5-4e3f-ab67-dd67e3ab4b26,15af3dd1-83d5-4e3f-ab67-dd67e3ab4b26,Behavioral and Systems Assessment,PSY: 713,Graduate,3,Online,968db12f-91a2-4dec-a883-cbd77aebc402,University of Nevada Reno,University of Nevada Reno,AFADA79E-C492-E511-A86B-0050569C00A7,Psychology,{Title:Behavioral assess}{Title:Behavior Assessment (Spring 2014)},968db12f-91a2-4dec-a883-cbd77aebc40215af3dd1-83d5-4e3f-ab67-dd67e3ab4b26
28646,9f83dc58-d3fc-e911-812c-000c29a8e632,9f83dc58-d3fc-e911-812c-000c29a8e632,Ethical Application of Behavioral Consultation Practice,SPSY 6343,Graduate,3,On-Campus,ae574e5f-d3fc-e911-812c-000c29a8e632,Oklahoma State University,Oklahoma State University,4B7261FB-D85A-E911-8106-000C29A8E632,Psychology,{Title:Behavioral Assessment and Consultation}{Number:EPSY 6343},ae574e5f-d3fc-e911-812c-000c29a8e6329f83dc58-d3fc-e911-812c-000c29a8e632
26540,50c113bd-dde4-471d-8a11-fd7c8c13112a,50c113bd-dde4-471d-8a11-fd7c8c13112a,Behavioral Assessment and Instructional Strategies,873.604,Graduate,3,On-Campus,4ccfece0-e7fc-4e84-a8ee-8d8e7d3b3560,Johns Hopkins University,Johns Hopkins University,0D7383A1-F5B1-E811-8102-000C29A8E632,Special Education,{Title:Behavioral Assessment and Instructional Strategies},4ccfece0-e7fc-4e84-a8ee-8d8e7d3b356050c113bd-dde4-471d-8a11-fd7c8c13112a
28320,96b4604b-3a04-4129-b877-9582d9a8eff6,96b4604b-3a04-4129-b877-9582d9a8eff6,Behavioral Assessment and Intervention for Challenging Behaviors,873.603,Graduate,3,On-Campus,9deeae1c-37a9-4ce9-8232-7bf06b5a9cad,Johns Hopkins University,Johns Hopkins University,0D7383A1-F5B1-E811-8102-000C29A8E632,Special Education,{Title:Behavioral Assessment and Intervention for Challenging Behaviors},9deeae1c-37a9-4ce9-8232-7bf06b5a9cad96b4604b-3a04-4129-b877-9582d9a8eff6
25146,b232977b-6d9b-43c4-9b0b-0f94f8570477,b232977b-6d9b-43c4-9b0b-0f94f8570477,Behavioral Assessment and Observation,PSY 554,Graduate,4,On-Campus,085a445f-47db-4ccc-b33d-80623f8a7290,Central Washington University,Central Washington University,378BF753-6200-E411-BEB5-00505683000D,Psychology,{Title:Behavioral Assessment and Observation},085a445f-47db-4ccc-b33d-80623f8a7290b232977b-6d9b-43c4-9b0b-0f94f8570477
29508,9207623a-a8f8-4585-9b1b-cecade30f298,9207623a-a8f8-4585-9b1b-cecade30f298,[September 2017] Behavioral Assessment and Observation,PSY 554,Graduate,4,On-Campus,d89861a7-a8d9-47fa-9fe3-57179be56f37,Central Washington University,Central Washington University,378BF753-6200-E411-BEB5-00505683000D,Psychology,{Title:Behavioral Assessment and Observation},d89861a7-a8d9-47fa-9fe3-57179be56f379207623a-a8f8-4585-9b1b-cecade30f298
27360,7e5cc9f1-a1bd-498f-b82c-6fd3842a1443,7e5cc9f1-a1bd-498f-b82c-6fd3842a1443,Behavioral Assessment and Intervention,CPSE 614,Graduate,3,On-Campus,73f9bb4a-ae62-4a75-9729-31004aac26b4,Brigham Young University,Brigham Young University,49E7FC4D-6200-E411-BEB5-00505683000D,Counseling Psychology and Special Education,{Title:Behavioral Assessment&Intrvntn},73f9bb4a-ae62-4a75-9729-31004aac26b47e5cc9f1-a1bd-498f-b82c-6fd3842a1443
25503,ff78cd2a-1c1a-40f2-8fa0-4b1b6d8b74cc,ff78cd2a-1c1a-40f2-8fa0-4b1b6d8b74cc,Behavioral Assessment,BACS 511,Graduate,4,On-Campus,1acb4a0d-533e-4ea7-bdd0-e55af1aeffb4,Rollins College,Rollins College,D111E85F-6200-E411-BEB5-00505683000D,Health Professions,{Title:Behavioral Assessment},1acb4a0d-533e-4ea7-bdd0-e55af1aeffb4ff78cd2a-1c1a-40f2-8fa0-4b1b6d8b74cc
25685,dc0368f0-c2b5-44d0-a651-989bc7f3457b,dc0368f0-c2b5-44d0-a651-989bc7f3457b,(Spring 2019) Behavioral Assessment,PYI 5601,Graduate,3,On-Campus,24472618-9ee9-4d2d-b004-8b48d87da901,Antioch University,Antioch University,297383A1-F5B1-E811-8102-000C29A8E632,Applied Behavior Analysis Certificate Program,{Title:Behavioral Assessment},24472618-9ee9-4d2d-b004-8b48d87da901dc0368f0-c2b5-44d0-a651-989bc7f3457b
26479,4700bd8e-2e7e-498d-b5c1-5a35863f4cef,4700bd8e-2e7e-498d-b5c1-5a35863f4cef,Behavioral Assessment,SPSY 671,Graduate,4,On-Campus,4a5fa8e0-3e14-4021-8ea6-9823b9a84707,University of Oregon,University of oregon,FE54E065-6200-E411-BEB5-00505683000D,School Psychology,{Title:Behavioral Assessment},4a5fa8e0-3e14-4021-8ea6-9823b9a847074700bd8e-2e7e-498d-b5c1-5a35863f4cef
26842,f2e0cd94-9356-4ec1-90ba-8c78d5a248a4,f2e0cd94-9356-4ec1-90ba-8c78d5a248a4,Behavioral Assessment,EDC 580,Graduate,3,On-Campus,5cac74ec-308e-4012-92d4-8b15ddb69f05,University of Michigan - Dearborn,University of Michigan - Dearborn,9CEDCDCC-965B-E911-8106-000C29A8E632,"College of Education, Health, and Human Services, Department of Education",{Title:Behavioral Assessment},5cac74ec-308e-4012-92d4-8b15ddb69f05f2e0cd94-9356-4ec1-90ba-8c78d5a248a4
26979,a46b5724-c6bb-4451-9704-f68c09b0b376,a46b5724-c6bb-4451-9704-f68c09b0b376,Behavioral Assessment,EDC 480,Undergraduate,3,On-Campus,62e62c0b-cc78-4d27-b74c-ab9b03964d02,University of Michigan - Dearborn,University of Michigan - Dearborn,9CEDCDCC-965B-E911-8106-000C29A8E632,"College of Education, Health, and Human Services, Department of Education",{Title:Behavioral Assessment},62e62c0b-cc78-4d27-b74c-ab9b03964d02a46b5724-c6bb-4451-9704-f68c09b0b376
27365,46fd4eec-3e34-483d-a9d2-f609862d1540,46fd4eec-3e34-483d-a9d2-f609862d1540,Behavioral Assessment,EXED 501,Graduate,3,On-Campus,7410a866-9f66-40f5-920c-be8d465b995a,James Madison University,James Madison University,8FCEEF59-6200-E411-BEB5-00505683000D,Graduate Psychology / Exceptional education,{Title:Behavioral Assessment},7410a866-9f66-40f5-920c-be8d465b995a46fd4eec-3e34-483d-a9d2-f609862d1540
27544,15aa1ca7-3be5-e011-9a09-1cc1de727452,15aa1ca7-3be5-e011-9a09-1cc1de727452,Behavioral Assessment,PSY 502,Graduate,3,On-Campus,7c8f11bb-a37e-43ef-bd16-4263aca94ad0,Western New England University,Western New England University,B29346B1-A05B-E911-8106-000C29A8E632,Psychology,{Title:Behavioral Assessment},7c8f11bb-a37e-43ef-bd16-4263aca94ad015aa1ca7-3be5-e011-9a09-1cc1de727452
27744,9e9e191c-9709-4c5f-b00a-b5d46b0cae79,9e9e191c-9709-4c5f-b00a-b5d46b0cae79,Behavioral Assessment,PSY 515,Graduate,3,On-Campus,864321d2-f3b6-48e5-a652-988d49b7606b,University of Southern Mississippi,University of Southern Mississippi,0B55E065-6200-E411-BEB5-00505683000D,Psychology,{Title:Behavioral Assessment},864321d2-f3b6-48e5-a652-988d49b7606b9e9e191c-9709-4c5f-b00a-b5d46b0cae79
28072,e701ee6d-44d3-e011-ae70-1cc1de727452,e701ee6d-44d3-e011-ae70-1cc1de727452,(Fall 2012) Behavioral Assessment,Psyc 617,Graduate,3,On-Campus,932bb960-e316-44f2-878b-c3987a8eb04f,McNeese State University,Mcneese state university,6FCFEF59-6200-E411-BEB5-00505683000D,Psychology,{Title:Behavioral Assessment},932bb960-e316-44f2-878b-c3987a8eb04fe701ee6d-44d3-e011-ae70-1cc1de727452
28313,354af1b9-2f31-4178-9d04-b6a3e06950b3,354af1b9-2f31-4178-9d04-b6a3e06950b3,Behavioral Assessment of Individuals with Autism and Developmental Delays,4477,Undergraduate,3,On-Campus,9daef76d-0300-43dc-96d7-3f25bf134e30,Troy University,Troy University,3DAAEF10-8A5B-E911-8106-000C29A8E632,Psychology,{Title:Behavioral Assessment},9daef76d-0300-43dc-96d7-3f25bf134e30354af1b9-2f31-4178-9d04-b6a3e06950b3
29004,e6d7bc7b-4169-4645-abb2-a201d216741a,e6d7bc7b-4169-4645-abb2-a201d216741a,[Fall 2018] Behavioral Assessment,ABA 652,Graduate,3,Online,c103bce2-14d3-4f24-8b28-f561e3d147a3,Regis College,Regis College,2FC0736E-F05A-E911-8106-000C29A8E632,Applied Behavior Analysis,{Title:Behavioral Assessment},c103bce2-14d3-4f24-8b28-f561e3d147a3e6d7bc7b-4169-4645-abb2-a201d216741a
30266,c72bf583-4a22-4680-a795-297d951c4d68,c72bf583-4a22-4680-a795-297d951c4d68,(Fall 2018) Behavioral Assessment,PSY 502,Graduate,3,On-Campus,feb4289d-cdd8-4101-b1bf-b22f88bed43f,Western New England University,Western New England University,B29346B1-A05B-E911-8106-000C29A8E632,Psychology,{Title:Behavioral Assessment},feb4289d-cdd8-4101-b1bf-b22f88bed43fc72bf583-4a22-4680-a795-297d951c4d68
24992,8d03cc64-25d4-4689-8198-baf1fb6e8034,8d03cc64-25d4-4689-8198-baf1fb6e8034,[SPRING 2020] Behavioral Assessments,EDF 6226,Graduate,3,Both,032db69b-3df6-4712-9eb0-df8ed68acabf,University of West Florida,University of West Florida,0B58E065-6200-E411-BEB5-00505683000D,Center for Behavior Analysis,{Title:Behavioral Assessments},032db69b-3df6-4712-9eb0-df8ed68acabf8d03cc64-25d4-4689-8198-baf1fb6e8034
29546,cacbb3d3-0d40-4d0c-840f-b5db82781c53,cacbb3d3-0d40-4d0c-840f-b5db82781c53,[SPRING 2020] Behavioral Assessments,EDF 6226,Graduate,3,Online,da795671-3538-4d5e-b05f-ba921cbda1d4,University of West Florida,University of West Florida,0B58E065-6200-E411-BEB5-00505683000D,Center for Behavior Analysis,{Title:Behavioral Assessments},da795671-3538-4d5e-b05f-ba921cbda1d4cacbb3d3-0d40-4d0c-840f-b5db82781c53
28981,1e055d98-8108-42c3-8b57-0f8a171d95d8,1e055d98-8108-42c3-8b57-0f8a171d95d8,"Behavioral Assessment and Intervention, Assessment & Evaluation for Children with Disabilities","EDP 6263, SPE 5533",Graduate,3,Hybrid,c03421c4-0d70-494e-b696-b44a078158c0,University of Texas San Antonio,University of Texas at San Antonio,FE338BC8-66AD-E411-B490-0050569C00A7,Interdisciplinary Learning & Teaching/Educational Psychology,{Title:Behavioral Assmt & Intervention},c03421c4-0d70-494e-b696-b44a078158c01e055d98-8108-42c3-8b57-0f8a171d95d8
30012,ceea4f07-ad43-44be-8c76-8d3800349d6e,ceea4f07-ad43-44be-8c76-8d3800349d6e,Behavioral Assessment and Intervention,SPED 6303,Graduate,3,On-Campus,f16db3fa-4a01-4561-a650-9aea93013ab7,Sam Houston State University,Sam Houston State University,474BD830-F1B1-E411-B490-0050569C00A7,"Language, Literacy, and Special Populations",{Title:Behavioral Assmt & Interventn},f16db3fa-4a01-4561-a650-9aea93013ab7ceea4f07-ad43-44be-8c76-8d3800349d6e
26126,0ae7a704-6ce4-49fb-beb2-b2788b94a46d,0ae7a704-6ce4-49fb-beb2-b2788b94a46d,Behavioral Consultation in School Psychology,PSY 774,Graduate,3,On-Campus,3a619e19-9d63-43e1-9e83-e9e2b44610b5,University of Southern Mississippi,University of Southern Mississippi,0B55E065-6200-E411-BEB5-00505683000D,Psychology,{Title:Behavioral Consultation in School Psychology},3a619e19-9d63-43e1-9e83-e9e2b44610b50ae7a704-6ce4-49fb-beb2-b2788b94a46d
28718,1b89b4e1-73c7-4de2-b8a4-78fd98ab2a05,1b89b4e1-73c7-4de2-b8a4-78fd98ab2a05,Behavioral Intervention,103,Undergraduate,3,Hybrid,b208d4bb-a1b0-420e-9718-c212ce0ae5a9,CAPPDR-SEEK,CAPPDR-SEEK,2090EE70-A15B-E911-8106-000C29A8E632,SEEK ABA-Taiwan,{Title:Behavioral Intervention},b208d4bb-a1b0-420e-9718-c212ce0ae5a91b89b4e1-73c7-4de2-b8a4-78fd98ab2a05
28798,955df3b6-7b92-4afc-8e98-854f92a8730c,955df3b6-7b92-4afc-8e98-854f92a8730c,Behavioral Intervention,103,Undergraduate,3,Hybrid,b68c1ef8-a6a7-4956-a859-089fb7a09143,Taiwan Association for Behavior Analysis,Taiwan ABA,9957E065-6200-E411-BEB5-00505683000D,TABA,{Title:Behavioral Intervention},b68c1ef8-a6a7-4956-a859-089fb7a09143955df3b6-7b92-4afc-8e98-854f92a8730c
29769,f1c2f5cb-7f48-4255-8a2b-0f8a43dc0d8a,f1c2f5cb-7f48-4255-8a2b-0f8a43dc0d8a,Behavioral Intervention,EDIS:5135,Graduate,3,Online,e3debbb7-4d05-44fa-aec1-49c27f467418,University of Virginia,University of Virginia,2F7383A1-F5B1-E811-8102-000C29A8E632,"Curriculum, Instruction and Special Education",{Title:Behavioral Intervention},e3debbb7-4d05-44fa-aec1-49c27f467418f1c2f5cb-7f48-4255-8a2b-0f8a43dc0d8a
26307,797a42dd-67d7-4486-8812-23b6b1ec4700,797a42dd-67d7-4486-8812-23b6b1ec4700,Behavioral Interventions and Program Management of Applied Behavioral Analysis,"EDS 650 00, EDSBA 550 00",Graduate,3,Both,42f61694-f46c-44ee-8058-22a2ea982288,Lindenwood University,Lindenwood University,875902E1-385A-E911-8106-000C29A8E632,Educational Leadership,{Title:Behavioral Interventions & Prgrm Mgmt of Applied Beh Anlys},42f61694-f46c-44ee-8058-22a2ea982288797a42dd-67d7-4486-8812-23b6b1ec4700
29635,aa73faa4-9ca4-472e-a211-bef250b1515a,aa73faa4-9ca4-472e-a211-bef250b1515a,Behavioral Interventions (Spring 2014),PSY: 783,Graduate,3,Online,de2978c4-48cf-47a5-89b5-7634452fef67,University of Nevada Reno,University of Nevada Reno,AFADA79E-C492-E511-A86B-0050569C00A7,Psychology,{Title:Behavioral Interventions },de2978c4-48cf-47a5-89b5-7634452fef67aa73faa4-9ca4-472e-a211-bef250b1515a
25163,7d64a49d-ed3a-440c-9723-dba2d34e4173,7d64a49d-ed3a-440c-9723-dba2d34e4173,Behavioral Interventions and Program Management of Applied Behavioral Analysis,EDSBA65000DL01,Graduate,3,Both,08f08afd-1e76-4955-9518-927ee071af0b,Lindenwood University,Lindenwood University,875902E1-385A-E911-8106-000C29A8E632,Educational Leadership,{Title:Behavioral Interventions and Program Management of Applied Behavioral Analysis},08f08afd-1e76-4955-9518-927ee071af0b7d64a49d-ed3a-440c-9723-dba2d34e4173
25226,5b69a56f-7c03-4dd6-b65e-7d6ab7e5fa02,5b69a56f-7c03-4dd6-b65e-7d6ab7e5fa02,Behavioral Interventions and Program Management of Applied Behavioral Analysis,EDS65000DL01,Graduate,3,Both,0c5a5ed7-55d4-40e4-aa24-443d155bfb54,Lindenwood University,Lindenwood University,875902E1-385A-E911-8106-000C29A8E632,Educational Leadership,{Title:Behavioral Interventions and Program Management of Applied Behavioral Analysis},0c5a5ed7-55d4-40e4-aa24-443d155bfb545b69a56f-7c03-4dd6-b65e-7d6ab7e5fa02
26364,872d7af2-53a7-45a8-8b53-4fa6af0abbd4,872d7af2-53a7-45a8-8b53-4fa6af0abbd4,Behavioral Interventions and Supports,SPED 6000,Graduate,3,On-Campus,45b7c94f-92a1-455d-91d5-1af868aee1be,Tennessee Technological University,Tennessee Technological University,2C13E85F-6200-E411-BEB5-00505683000D,Curriculum and Instruction,{Title:Behavioral Interventions and Supports},45b7c94f-92a1-455d-91d5-1af868aee1be872d7af2-53a7-45a8-8b53-4fa6af0abbd4
26530,97474fbc-b8b5-4074-bc0a-7395aaf8fcc7,97474fbc-b8b5-4074-bc0a-7395aaf8fcc7,Behavioral Interventions and Supports,SPED 6000,Graduate,3,Online,4c6cee2a-9419-41aa-8730-9e311013e590,Tennessee Technological University,Tennessee Technological University,2C13E85F-6200-E411-BEB5-00505683000D,Curriculum and Instruction,{Title:Behavioral Interventions and Supports},4c6cee2a-9419-41aa-8730-9e311013e59097474fbc-b8b5-4074-bc0a-7395aaf8fcc7
27025,6d016f97-56ba-4905-aa4e-98035bcf58ff,6d016f97-56ba-4905-aa4e-98035bcf58ff,Behavioral Interventions for Children with Autism & ADHD,ABA-TAU09,Graduate,60,On-Campus,651e90b2-fac7-49fa-8445-e1ca61c03bf3,Tel Aviv University,Tel Aviv University,3EDDDCA2-075B-E911-8106-000C29A8E632,School of Education,{Title:Behavioral Interventions for Children with Autism & ADHD},651e90b2-fac7-49fa-8445-e1ca61c03bf36d016f97-56ba-4905-aa4e-98035bcf58ff
29891,a48b0c38-b239-4dda-a724-8379c4272788,a48b0c38-b239-4dda-a724-8379c4272788,Behavioral interventions; Practice and implementation,PAA06,Graduate,40,On-Campus,e9f2bf98-da56-471e-b9cd-96d54236e347,Stockholm University,Stockholm University,8A57CC79-065B-E911-8106-000C29A8E632,UnNamedDepartment,{Title:Behavioral interventions Practice and implementation},e9f2bf98-da56-471e-b9cd-96d54236e347a48b0c38-b239-4dda-a724-8379c4272788
25360,51a65ee4-3be5-e011-9a09-1cc1de727452,51a65ee4-3be5-e011-9a09-1cc1de727452,Behavioral Interventions,PSY 503,Graduate,3,On-Campus,129997a7-1b27-4eb4-ad64-d12383ce6987,Western New England University,Western New England University,B29346B1-A05B-E911-8106-000C29A8E632,Psychology,{Title:Behavioral Interventions},129997a7-1b27-4eb4-ad64-d12383ce698751a65ee4-3be5-e011-9a09-1cc1de727452
25546,afd301d8-b394-4cf1-bb46-13177d256729,afd301d8-b394-4cf1-bb46-13177d256729,Behavioral Interventions,PY 457,Undergraduate,3,On-Campus,1cdab290-efbb-427d-9ef8-be2b2c0961fc,University of North Alabama,University of North Alabama,A253B016-995B-E911-8106-000C29A8E632,Psychology,{Title:Behavioral Interventions},1cdab290-efbb-427d-9ef8-be2b2c0961fcafd301d8-b394-4cf1-bb46-13177d256729
26537,b400caa5-34b0-4ae8-bd6b-6bbb430a121d,b400caa5-34b0-4ae8-bd6b-6bbb430a121d,Behavioral Interventions (Spring 2014),PSY: 783,Graduate,3,Online,4ca94fb2-66af-4ca8-804b-5b094a53f4d2,University of Nevada Reno,University of Nevada Reno,AFADA79E-C492-E511-A86B-0050569C00A7,Psychology,{Title:Behavioral Interventions},4ca94fb2-66af-4ca8-804b-5b094a53f4d2b400caa5-34b0-4ae8-bd6b-6bbb430a121d
27506,b0814ef1-5ee6-4b01-87ba-aa19edb0d416,b0814ef1-5ee6-4b01-87ba-aa19edb0d416,Behavioral Interventions,PSY 557,Graduate,3,On-Campus,7ad113fd-dfef-4b4c-9b70-dc2099288424,Central Washington University,Central Washington University,378BF753-6200-E411-BEB5-00505683000D,Psychology,{Title:Behavioral Interventions},7ad113fd-dfef-4b4c-9b70-dc2099288424b0814ef1-5ee6-4b01-87ba-aa19edb0d416
29537,17a65299-b10e-4801-9370-f3b67950cf94,17a65299-b10e-4801-9370-f3b67950cf94,Behavioral Interventions,EDEX 633,Graduate,4.5,Both,da1d7a0c-9083-463f-a824-1ed25f01fd72,Drexel University,Drexel University School of Education,B916079B-D7AB-E411-B490-0050569C00A7,Special Education,{Title:Behavioral Interventions},da1d7a0c-9083-463f-a824-1ed25f01fd7217a65299-b10e-4801-9370-f3b67950cf94
29868,0c19cd49-c839-4995-90e3-1952eebd2f0b,0c19cd49-c839-4995-90e3-1952eebd2f0b,[September 2017] Behavioral Interventions,PSY 557,Graduate,3,On-Campus,e8b31777-66f7-4623-bf61-7f49fa363d94,Central Washington University,Central Washington University,378BF753-6200-E411-BEB5-00505683000D,Psychology,{Title:Behavioral Interventions},e8b31777-66f7-4623-bf61-7f49fa363d940c19cd49-c839-4995-90e3-1952eebd2f0b
29080,47fcff97-2ff0-4555-8dce-9a466e0c8235,47fcff97-2ff0-4555-8dce-9a466e0c8235,"[Spring 2017] Behavioral interventionsTheory, evidence and assessment",UQ422f,Graduate,3,Hybrid,c4750822-a1e0-4afa-966a-f64e3871be5b,Stockholm University,Stockholm University,8A57CC79-065B-E911-8106-000C29A8E632,Department of Special Education,"{Title:Behavioral interventionsTheory, evidence and assessment}",c4750822-a1e0-4afa-966a-f64e3871be5b47fcff97-2ff0-4555-8dce-9a466e0c8235
29779,7e165638-c945-40b0-833d-1b5f2c160e6c,7e165638-c945-40b0-833d-1b5f2c160e6c,Behavioral Methods Lab,PYB 564,Graduate,1,On-Campus,e4588b53-5aff-4811-84c5-1ace2117a22e,Antioch University,Antioch University,297383A1-F5B1-E811-8102-000C29A8E632,Applied Behavior Analysis Certificate Program,{Title:Behavioral Methods Lab},e4588b53-5aff-4811-84c5-1ace2117a22e7e165638-c945-40b0-833d-1b5f2c160e6c
26407,5aff11eb-0d45-44e4-9a2f-4cbe81bde0d8,5aff11eb-0d45-44e4-9a2f-4cbe81bde0d8,"Behavioral Observation, Measurement, and Analysis",EDIS:5134,Graduate,3,Online,477646f4-2172-4623-bbb6-af511eb18382,University of Virginia,University of Virginia,2F7383A1-F5B1-E811-8102-000C29A8E632,"Curriculum, Instruction and Special Education","{Title:Behavioral Observation, Measurement, and Analysis}",477646f4-2172-4623-bbb6-af511eb183825aff11eb-0d45-44e4-9a2f-4cbe81bde0d8
29841,0ebb9c5a-f93f-4afe-a4d1-9d0f8fedc430,0ebb9c5a-f93f-4afe-a4d1-9d0f8fedc430,"Behavioral Observation, Measurement, and Analysis",EDIS:5134,Undergraduate,3,Online,e75df265-7cd5-41ac-88cb-383e5b7ec9fb,University of Virginia,University of Virginia,2F7383A1-F5B1-E811-8102-000C29A8E632,Curriculum Instruction and Special Education,"{Title:Behavioral Observation, Measurement, and Analysis}",e75df265-7cd5-41ac-88cb-383e5b7ec9fb0ebb9c5a-f93f-4afe-a4d1-9d0f8fedc430
25024,539fa7ec-3ced-49ae-a01c-26f3890f6a85,539fa7ec-3ced-49ae-a01c-26f3890f6a85,Behavioral Principles of Learning,SPY 601,Graduate,3,Both,043ad6a8-4ef7-48b0-b407-30f8d0dd181a,University of Southern Maine,University of Southern Maine,0C55E065-6200-E411-BEB5-00505683000D,Psychology,{Title:Behavioral Prin of Learning},043ad6a8-4ef7-48b0-b407-30f8d0dd181a539fa7ec-3ced-49ae-a01c-26f3890f6a85
26642,90aafffd-5cb2-4181-9cba-7ebad3410b94,90aafffd-5cb2-4181-9cba-7ebad3410b94,Behavioral Principles of Learning,SPY 601,Graduate,45,Both,517e6aba-8e43-4999-baf6-2f57ed37ffa2,University of Southern Maine,University of Southern Maine,0C55E065-6200-E411-BEB5-00505683000D,Psychology,{Title:Behavioral Princ of Learning},517e6aba-8e43-4999-baf6-2f57ed37ffa290aafffd-5cb2-4181-9cba-7ebad3410b94
26381,225599ce-d924-420c-8115-bae52083ad40,225599ce-d924-420c-8115-bae52083ad40,Behavioral Principles,Psyc 7220,Graduate,3,On-Campus,466e2507-eb56-43e2-b256-b27aa2f03002,Auburn University,Auburn University,D99548F8-CC92-E511-A86B-0050569C00A7,Psychology,{Title:Behavioral Principles},466e2507-eb56-43e2-b256-b27aa2f03002225599ce-d924-420c-8115-bae52083ad40
26908,9df93435-ecc9-41ec-b3b6-ce0d1e156307,9df93435-ecc9-41ec-b3b6-ce0d1e156307,Behavioral Research & Ethics,PSY 536,Graduate,3,On-Campus,5f80a971-f9cf-4e94-a920-9fcec57a68d8,Shippensburg University,Shippensburg University,4012E85F-6200-E411-BEB5-00505683000D,Psychology,{Title:Behavioral Research & Ethics},5f80a971-f9cf-4e94-a920-9fcec57a68d89df93435-ecc9-41ec-b3b6-ce0d1e156307
26353,427bd3cf-a1c5-e311-a74a-00155d445b26,427bd3cf-a1c5-e311-a74a-00155d445b26,Behavioral Research,PPP 771,Graduate,3,On-Campus,454cab4f-80a3-479c-a633-049f31ae42c4,Fresno Pacific University,Fresno Pacific University,04725887-195A-E911-8106-000C29A8E632,Pupil Personnel Services,{Title:Behavioral Research},454cab4f-80a3-479c-a633-049f31ae42c4427bd3cf-a1c5-e311-a74a-00155d445b26
30121,e0bdda1f-d465-4b3c-9af5-8be7027b876a,e0bdda1f-d465-4b3c-9af5-8be7027b876a,Behavioral Systems Analysis.,6965,Graduate,3,On-Campus,f79f25bf-b991-49f4-9782-7b119b85d76d,Youngstown State University,Youngstown State University,CA55E065-6200-E411-BEB5-00505683000D,Psychology,{Title:Behavioral Systems Analysis.},f79f25bf-b991-49f4-9782-7b119b85d76de0bdda1f-d465-4b3c-9af5-8be7027b876a
