"custrecord_rc_hr_alloc_content_hours","custrecord_rc_hr_alloc_type","custrecord_rc_hr_alloc_value","custrecord_rc_cntntarea_hrs_alloc_crm_id","content_hours_pk",
"ef4c3265-9499-e911-810e-000c29a8e632","Concepts & Principles of Behavior Analysis","15.00","ef4c3265-9499-e911-810e-000c29a8e632","e24c3265-9499-e911-810e-000c29a8e632 Fourth Edition 6/23/2015 4:00:00 AM",
"4a3b5f6c-8780-e911-810a-000c29a8e632","Experimental Design","15.00","4a3b5f6c-8780-e911-810a-000c29a8e632","51c30223-3ef8-4c11-b719-2ddf45a8c07f Fourth Edition",
"c8f179ad-3cc2-44fa-b358-818e885eff9c","Implementation, Management, and Supervision","2.50","c8f179ad-3cc2-44fa-b358-818e885eff9c","e7ac2380-9a5c-4615-abd5-3a95d9f73503 Fourth Edition",
"16d37274-24d1-4af1-b439-a175b50d1416","Concepts & Principles of Behavior Analysis","45.00","16d37274-24d1-4af1-b439-a175b50d1416","e21a73ce-5b37-409c-b102-b74017bfd67d Fourth Edition",
"015ebc58-0774-4903-b1db-2dffe5b2f88e","Behavior-Change Procedures; Selecting and Implementing Interventions","5.00","015ebc58-0774-4903-b1db-2dffe5b2f88e","823350ff-941e-4629-a830-2913e9a45b0f Fifth Edition",
"4dc6bdd3-4391-4613-8463-58c5af0dd45b","Measurement (including data analysis)","10.00","4dc6bdd3-4391-4613-8463-58c5af0dd45b","9274936f-f48d-4ebb-a562-38ac16aac562 Fourth Edition",
"639dc2af-5e72-449f-8af2-6589dc987ffb","Intervention & Behavior Change Considerations","5.00","639dc2af-5e72-449f-8af2-6589dc987ffb","de2978c4-48cf-47a5-89b5-7634452fef67 Fourth Edition",
"a9a211f8-3ec3-4cd5-8ce9-720d3b9f839d","Implementation, Management, and Supervision","2.00","a9a211f8-3ec3-4cd5-8ce9-720d3b9f839d","ce099c56-a01c-4d86-b21a-467431e906ed Fourth Edition",
"ccc98c78-583b-4094-8d0b-3aa092eee1df","Intervention & Behavior Change Considerations","3.00","ccc98c78-583b-4094-8d0b-3aa092eee1df","907df992-9602-4add-bde0-8af2dfae7bbe Fourth Edition",
"7422848d-4566-44ee-9346-5e21623f5afc","Intervention & Behavior Change Considerations","3.00","7422848d-4566-44ee-9346-5e21623f5afc","5651f002-a301-4dcd-ad96-c2c6ee380947 Fourth Edition 4/7/2015 12:00:00 AM",
"91db25c1-2370-e911-8106-000c29a8e632","Identification of the Problem & Assessment","30.00","91db25c1-2370-e911-8106-000c29a8e632","c7ab21bb-2370-e911-8106-000c29a8e632 Fourth Edition 8/1/2014 8:00:00 AM",
"ff6824ce-cf08-42be-a1b6-991e1575ee03","Identification of the Problem & Assessment","15.00","ff6824ce-cf08-42be-a1b6-991e1575ee03","8ab1e626-f979-47dc-9102-2bc519d616ff Fourth Edition",
"a4c4b090-4a15-40be-af40-382ee372eda9","Measurements, Data Display and Interpretation; Experimental Design","45.00","a4c4b090-4a15-40be-af40-382ee372eda9","64f27dbb-a519-483b-9534-31786f28a8c1 Fifth Edition 8/1/2020 4:00:00 AM",
"376d907b-a374-4b95-897d-2d4a79be8b2d","Ethical & Professional Conduct","45.00","376d907b-a374-4b95-897d-2d4a79be8b2d","ebe484dd-8733-43fe-b621-f7a8b59a73b9 Fourth Edition",
"d69eebf1-fcc0-4215-8fa2-485dd48b4b8a","BACB Compliance Code and Disciplinary Systems; Professionalism","45.00","d69eebf1-fcc0-4215-8fa2-485dd48b4b8a","7fd89f1e-72b9-4ec6-8dbc-c0d127b048b6 Fifth Edition",
"675c331f-fbc9-4a7b-bb5d-c174f4e5d302","Measurement (including data analysis)","5.00","675c331f-fbc9-4a7b-bb5d-c174f4e5d302","b2812520-867e-4fc8-8be5-fd3b4eae04fa Fourth Edition",
"e699beb8-1752-e911-8106-000c29a8e632","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","15.00","e699beb8-1752-e911-8106-000c29a8e632","d399beb8-1752-e911-8106-000c29a8e632 Fourth Edition 1/13/2020 5:00:00 AM",
"dc8f9ca6-d707-ea11-812e-000c29a8e632","Personnel Supervision and Management","15.00","dc8f9ca6-d707-ea11-812e-000c29a8e632","9e10e94b-d707-ea11-812e-000c29a8e632 Fifth Edition 1/1/2020 5:00:00 AM",
"0548dc77-9dbe-43bc-bf49-9ed731f77610","Measurement (including data analysis)","10.00","0548dc77-9dbe-43bc-bf49-9ed731f77610","18d70302-bac3-488a-8018-80add3c12d9c Fourth Edition",
"2c322b20-ee86-e911-810c-000c29a8e632","Concepts & Principles of Behavior Analysis","10.00","2c322b20-ee86-e911-810c-000c29a8e632","1e322b20-ee86-e911-810c-000c29a8e632 Fourth Edition 1/13/2020 5:00:00 AM",
"e684a777-c465-4630-b40e-03bfd3cc7e3e","Behavior-Change Procedures; Selecting and Implementing Interventions","15.00","e684a777-c465-4630-b40e-03bfd3cc7e3e","e75cd0cd-e4bb-4bed-90cb-e8fb39b45ee7 Fifth Edition",
"4ac84a48-97c6-4c77-a461-5451b9f795d0","Implementation, Management, and Supervision","3.00","4ac84a48-97c6-4c77-a461-5451b9f795d0","35d257bb-4d0b-4c27-88ae-e014377d4be5 Fourth Edition",
"0e15ba9d-5c97-e911-810e-000c29a8e632","Concepts & Principles","15.00","0e15ba9d-5c97-e911-810e-000c29a8e632","3ec5b9ce-5997-e911-810e-000c29a8e632 Fifth Edition 9/4/2019 4:00:00 AM",
"e45f162d-06f7-4365-8bad-6c5c9449e20f","Philosophical Underpinnings","45.00","e45f162d-06f7-4365-8bad-6c5c9449e20f","ce78745b-62ca-4960-b26e-a90f1c5a7ee5 Fifth Edition",
"d36bfc80-0354-e911-8106-000c29a8e632","Concepts & Principles of Behavior Analysis","5.00","d36bfc80-0354-e911-8106-000c29a8e632","bd6bfc80-0354-e911-8106-000c29a8e632 Fourth Edition 1/21/2019 10:00:00 AM",
"2bf77ff6-2c52-48d1-8a0f-4c4e9b65a8e1","Concepts & Principles of Behavior Analysis","8.00","2bf77ff6-2c52-48d1-8a0f-4c4e9b65a8e1","9c8fe779-db05-46a6-87b9-a8f5d3c08fde Fourth Edition",
"e9551908-55cd-e911-811e-000c29a8e632","Experimental Design","5.00","e9551908-55cd-e911-811e-000c29a8e632","dd551908-55cd-e911-811e-000c29a8e632 Fourth Edition",
"5704e21d-bc00-ea11-812d-000c29a8e632","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","12.00","5704e21d-bc00-ea11-812d-000c29a8e632","4d04e21d-bc00-ea11-812d-000c29a8e632 Fourth Edition 9/1/2013 4:00:00 AM",
"e70a17ec-99fb-4be6-a558-e702f2bf408a","Behavior Change Systems","5.00","e70a17ec-99fb-4be6-a558-e702f2bf408a","14aca8f5-83ec-4bb3-9604-4447bbb9866b Fourth Edition",
"385480fb-dc4b-e911-8106-000c29a8e632","Implementation, Management, and Supervision","5.00","385480fb-dc4b-e911-8106-000c29a8e632","e04e4e80-2640-e911-8106-000c29a8e632 Fourth Edition 6/3/2019 4:00:00 AM",
"b299013d-ffb0-4a34-8585-7166e939b69d","Ethical & Professional Conduct","5.00","b299013d-ffb0-4a34-8585-7166e939b69d","bba118e1-3a0b-42f8-95d1-1fff753c7b68 Fourth Edition",
"e14f4bf3-7e54-e911-8106-000c29a8e632","Measurement (including data analysis)","20.00","e14f4bf3-7e54-e911-8106-000c29a8e632","d84f4bf3-7e54-e911-8106-000c29a8e632 Fourth Edition",
"cd92d0c6-2d6e-42f3-9c35-3281e29b5da2","Identification of the Problem & Assessment","1.00","cd92d0c6-2d6e-42f3-9c35-3281e29b5da2","a93fafb3-1148-4cb4-b64f-565fb5ba010d Fourth Edition",
"3140e3d8-483f-4840-aab2-5fa14167cc9a","Philosophical Underpinnings","45.00","3140e3d8-483f-4840-aab2-5fa14167cc9a","d19848cf-4a33-4ddc-aaea-ceb01feccf47 Fifth Edition",
"4328b501-ed81-4a33-9463-6539af302a0c","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","5.00","4328b501-ed81-4a33-9463-6539af302a0c","acac2013-e8f8-4a59-9bb6-d2f02566b197 Fourth Edition",
"16a90a3e-e99e-4b20-8626-e9de092925d5","Implementation, Management, and Supervision","10.00","16a90a3e-e99e-4b20-8626-e9de092925d5","477646f4-2172-4623-bbb6-af511eb18382 Fourth Edition",
"f9f810c8-22cc-4e6b-9c1a-0c6be4173d64","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","15.00","f9f810c8-22cc-4e6b-9c1a-0c6be4173d64","e30e7659-743e-417d-991c-23327d51f059 Fourth Edition",
"bbbc7066-adc6-e911-811b-000c29a8e632","Concepts & Principles of Behavior Analysis","15.00","bbbc7066-adc6-e911-811b-000c29a8e632","a3bc7066-adc6-e911-811b-000c29a8e632 Fourth Edition 1/13/2020 5:00:00 AM",
"79b7da4c-66da-e911-8121-000c29a8e632","Identification of the Problem & Assessment","30.00","79b7da4c-66da-e911-8121-000c29a8e632","6fb7da4c-66da-e911-8121-000c29a8e632 Fourth Edition 9/1/2019 4:00:00 AM",
"d28cf73f-9992-e911-810e-000c29a8e632","Concepts & Principles of Behavior Analysis","10.00","d28cf73f-9992-e911-810e-000c29a8e632","98e2cc2c-9992-e911-810e-000c29a8e632 Fourth Edition 1/25/2016 5:00:00 AM",
"8e74a2d3-0098-e911-810e-000c29a8e632","Discretionary","10.00","8e74a2d3-0098-e911-810e-000c29a8e632","6574a2d3-0098-e911-810e-000c29a8e632 Fourth Edition",
"6a93f3f7-3743-420b-be1d-724313b13839","Behavior Change Systems","10.00","6a93f3f7-3743-420b-be1d-724313b13839","728242e4-7d76-4cb4-94d6-2de074831922 Fourth Edition",
"b5be3088-3291-437b-bb0b-5e3ee398dd33","Intervention & Behavior Change Considerations","3.00","b5be3088-3291-437b-bb0b-5e3ee398dd33","c845ca68-4cdd-433c-bee8-a2fcfb0fe01b Fourth Edition",
"0038312c-c7e7-47be-9965-bdeeb944e48f","Intervention & Behavior Change Considerations","5.00","0038312c-c7e7-47be-9965-bdeeb944e48f","b6bec39a-c7a8-46c0-8cd8-76027a28979d Fourth Edition",
"5846cbdd-988b-e911-810d-000c29a8e632","Measurements, Data Display and Interpretation; Experimental Design","62.00","5846cbdd-988b-e911-810d-000c29a8e632","c04b73d6-978b-e911-810d-000c29a8e632 Fifth Edition 10/6/2019 4:00:00 AM",
"23a4353e-1b52-e911-8106-000c29a8e632","Experimental Design","20.00","23a4353e-1b52-e911-8106-000c29a8e632","08a4353e-1b52-e911-8106-000c29a8e632 Fourth Edition 1/6/2020 5:00:00 AM",
"ec4d4084-bc5f-e911-8106-000c29a8e632","Discretionary","1.00","ec4d4084-bc5f-e911-8106-000c29a8e632","d54d4084-bc5f-e911-8106-000c29a8e632 Fourth Edition 1/1/2019 5:00:00 AM",
"c8e8c6e8-6f20-4ad3-a858-8b589713c6a4","Discretionary","15.00","c8e8c6e8-6f20-4ad3-a858-8b589713c6a4","9645804f-2997-4991-87f1-e089e2617901 Fourth Edition 9/11/2018 4:00:00 AM",
"75dbf08b-759f-4e49-8fa4-09a93a37b965","Ethical & Professional Conduct","45.00","75dbf08b-759f-4e49-8fa4-09a93a37b965","ef006b6d-c033-409d-83a1-09b23941a55e Fourth Edition",
"09de102c-7e79-4a47-bcb5-5e593429b0a9","Implementation, Management, and Supervision","5.00","09de102c-7e79-4a47-bcb5-5e593429b0a9","ac3aa7f7-4b89-49f9-95e8-35d22a451238 Fourth Edition 10/20/2015 12:00:00 AM",
"bb22df25-bad0-e911-811e-000c29a8e632","Measurement (including data analysis)","5.00","bb22df25-bad0-e911-811e-000c29a8e632","b522df25-bad0-e911-811e-000c29a8e632 Fourth Edition 8/26/2019 4:00:00 AM",
"0060beaf-2824-4da0-8d64-bee019d7d481","Concepts & Principles of Behavior Analysis","45.00","0060beaf-2824-4da0-8d64-bee019d7d481","16d4ea21-f1e7-4038-ab8d-f282fda9d0fe Fourth Edition 3/13/2014 12:00:00 AM",
"90eda2c4-3753-e911-8106-000c29a8e632","Concepts & Principles of Behavior Analysis","1.00","90eda2c4-3753-e911-8106-000c29a8e632","84eda2c4-3753-e911-8106-000c29a8e632 Fourth Edition 8/21/2017 4:00:00 AM",
"124c2dc7-421d-4f2d-8649-2490ecd74b75","Concepts & Principles of Behavior Analysis","45.00","124c2dc7-421d-4f2d-8649-2490ecd74b75","0021d4c1-bea6-46d3-98e5-fb0434e79fb9 Fourth Edition 4/7/2015 12:00:00 AM",
"d534c52c-1d15-ea11-8133-000c29a8e632","Implementation, Management, and Supervision","5.00","d534c52c-1d15-ea11-8133-000c29a8e632","cc34c52c-1d15-ea11-8133-000c29a8e632 Fourth Edition 8/26/2013 4:00:00 AM",
"9936d4ae-8c0a-ea11-8130-000c29a8e632","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","5.00","9936d4ae-8c0a-ea11-8130-000c29a8e632","7f36d4ae-8c0a-ea11-8130-000c29a8e632 Fourth Edition",
"32f028f9-7d53-e911-8106-000c29a8e632","Behavior-Change Procedures; Selecting and Implementing Interventions","30.00","32f028f9-7d53-e911-8106-000c29a8e632","6a87dd01-7d53-e911-8106-000c29a8e632 Fifth Edition 1/13/2020 5:00:00 AM",
"fd4d4084-bc5f-e911-8106-000c29a8e632","Concepts & Principles of Behavior Analysis","6.00","fd4d4084-bc5f-e911-8106-000c29a8e632","d64d4084-bc5f-e911-8106-000c29a8e632 Fourth Edition 1/1/2014 5:00:00 AM",
"35b6bd4a-c06d-4013-810e-1f51f88f43ec","Discretionary","30.00","35b6bd4a-c06d-4013-810e-1f51f88f43ec","4dfb7a95-cad0-45db-a468-3ccdd8c7bc70 Fourth Edition",
"a35daffa-387c-454f-abf0-6522029b9ad0","BACB Compliance Code and Disciplinary Systems; Professionalism","45.00","a35daffa-387c-454f-abf0-6522029b9ad0","64e631ff-7fd0-4f98-bfb3-eaa36086f81f Fifth Edition",
"d797d587-6925-49a0-b21c-ff3e47ff065c","Concepts & Principles of Behavior Analysis","30.00","d797d587-6925-49a0-b21c-ff3e47ff065c","bcdb0218-e9b8-4718-9979-0a045db14829 Fourth Edition",
"ba9d1366-d3fc-e911-812c-000c29a8e632","Implementation, Management, and Supervision","10.00","ba9d1366-d3fc-e911-812c-000c29a8e632","ab574e5f-d3fc-e911-812c-000c29a8e632 Fourth Edition 8/1/2013 4:00:00 AM",
"5c560cd9-cda9-4d19-a5ee-3019166d282a","Discretionary","15.00","5c560cd9-cda9-4d19-a5ee-3019166d282a","47e7cd81-90ff-452f-9d53-14a82a0b1e46 Fourth Edition 8/7/2015 12:00:00 AM",
"ef974ac3-9264-4f34-8f00-e95146c2b2ca","Behavior-Change Procedures; Selecting and Implementing Interventions","30.00","ef974ac3-9264-4f34-8f00-e95146c2b2ca","82c373a0-4dd3-4579-a684-8d090f4770d5 Fifth Edition",
"87a8b8c8-3672-4dd0-9bb4-24b58353f18d","Measurement (including data analysis)","15.00","87a8b8c8-3672-4dd0-9bb4-24b58353f18d","675b9677-26c0-4d7c-8b08-44d9c4567e7f Fourth Edition",
"54fe93e7-7aa9-4d21-a794-710909f426cd","Discretionary","2.00","54fe93e7-7aa9-4d21-a794-710909f426cd","fb5cc53d-ed6c-4267-8638-864e6d561c89 Fourth Edition",
"a75e4a64-f971-4fd5-9947-9222b694dbe6","Philosophical Underpinnings","30.00","a75e4a64-f971-4fd5-9947-9222b694dbe6","cd02d416-dda2-4c5a-a35d-fb9b55856f85 Fifth Edition",
"1e54f29a-d8e1-4af1-b1a6-4deafe3e7256","Concepts & Principles of Behavior Analysis","45.00","1e54f29a-d8e1-4af1-b1a6-4deafe3e7256","4d8393ad-eac4-4aaa-93b7-0c6d483ec448 Fourth Edition",
"57feee27-15ee-4bdc-b679-4f27799b3f7d","Concepts & Principles of Behavior Analysis","3.00","57feee27-15ee-4bdc-b679-4f27799b3f7d","5d0d3de5-4c52-4900-869e-c9095d401f37 Fourth Edition",
"47c5b9ce-5997-e911-810e-000c29a8e632","Personnel Supervision and Management","30.00","47c5b9ce-5997-e911-810e-000c29a8e632","40c5b9ce-5997-e911-810e-000c29a8e632 Fifth Edition 9/4/2019 4:00:00 AM",
"2a623c1b-4391-410e-b327-711813531b52","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","10.00","2a623c1b-4391-410e-b327-711813531b52","e0df3e62-2b1f-45dd-a26e-8702959103c5 Fourth Edition",
"8b73bed4-56d6-e911-811f-000c29a8e632","Identification of the Problem & Assessment","6.00","8b73bed4-56d6-e911-811f-000c29a8e632","7e73bed4-56d6-e911-811f-000c29a8e632 Fourth Edition",
"5860b3e1-cf26-49f0-80ef-1e0e9293fe57","Behavior Change Systems","7.00","5860b3e1-cf26-49f0-80ef-1e0e9293fe57","647c9714-3d05-47f5-8322-a1069ceb9230 Fourth Edition",
"f59f8755-79d6-4d1d-abf8-3f9d5aa7372e","Ethical & Professional Conduct","45.00","f59f8755-79d6-4d1d-abf8-3f9d5aa7372e","05406601-be39-45e5-be70-4c44cf45d76d Fourth Edition",
"590e5d09-baef-4423-b818-c591fa51b268","Identification of the Problem & Assessment","25.00","590e5d09-baef-4423-b818-c591fa51b268","67dad279-2d4c-4465-be32-e33efcf783bb Fourth Edition 4/11/2017 12:00:00 AM",
"c22e925a-fb50-e911-8106-000c29a8e632","Measurement (including data analysis)","1.50","c22e925a-fb50-e911-8106-000c29a8e632","aa2e925a-fb50-e911-8106-000c29a8e632 Fourth Edition 3/6/2015 5:00:00 AM",
"a06289c1-06d9-4794-8260-5d8a5dfd5abf","Discretionary","13.00","a06289c1-06d9-4794-8260-5d8a5dfd5abf","4f4f6864-8b55-4f88-811f-312adf98318d Fourth Edition",
"19df6d7d-2fcb-e911-811c-000c29a8e632","Discretionary","10.00","19df6d7d-2fcb-e911-811c-000c29a8e632","0ddf6d7d-2fcb-e911-811c-000c29a8e632 Fourth Edition 10/1/2019 4:00:00 AM",
"b92acca3-fdde-e911-8122-000c29a8e632","Implementation, Management, and Supervision","30.00","b92acca3-fdde-e911-8122-000c29a8e632","384e2246-fcde-e911-8122-000c29a8e632 Fourth Edition 8/27/2019 4:00:00 AM",
"78b7da4c-66da-e911-8121-000c29a8e632","Measurement (including data analysis)","10.00","78b7da4c-66da-e911-8121-000c29a8e632","71b7da4c-66da-e911-8121-000c29a8e632 Fourth Edition 9/1/2019 4:00:00 AM",
"e02293a0-c56f-e911-8106-000c29a8e632","Behavior Assessment","45.00","e02293a0-c56f-e911-8106-000c29a8e632","a7f80006-c56f-e911-8106-000c29a8e632 Fifth Edition 1/4/2021 5:00:00 AM",
"1c6d6e97-a251-e911-8106-000c29a8e632","Concepts & Principles of Behavior Analysis","30.00","1c6d6e97-a251-e911-8106-000c29a8e632","0b6d6e97-a251-e911-8106-000c29a8e632 Fourth Edition 10/7/2019 4:00:00 AM",
"debf4455-cf50-e911-8106-000c29a8e632","Intervention & Behavior Change Considerations","10.00","debf4455-cf50-e911-8106-000c29a8e632","bbbf4455-cf50-e911-8106-000c29a8e632 Fourth Edition 2/28/2013 5:00:00 AM",
"a8f2fc41-541a-4c60-92ef-8db581607370","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","25.00","a8f2fc41-541a-4c60-92ef-8db581607370","a6115567-e3ec-4618-b1a1-77958a2bfd93 Fourth Edition",
"108dfe72-c508-4630-9e0a-ff5022745c23","Identification of the Problem & Assessment","5.00","108dfe72-c508-4630-9e0a-ff5022745c23","3b42791a-0475-4a04-b3e1-d3edb09d2b9b Fourth Edition",
"73256ab3-a88b-e911-810d-000c29a8e632","Identification of the Problem & Assessment","10.00","73256ab3-a88b-e911-810d-000c29a8e632","6a256ab3-a88b-e911-810d-000c29a8e632 Fourth Edition 8/27/2019 4:00:00 AM",
"eb249c7b-437e-4f85-8a15-e5e5ff75c0b4","Concepts & Principles of Behavior Analysis","35.00","eb249c7b-437e-4f85-8a15-e5e5ff75c0b4","8ab9be89-20aa-4a3e-8c39-8fc258ac7105 Fourth Edition",
"fc764838-f286-e911-810c-000c29a8e632","Intervention & Behavior Change Considerations","5.00","fc764838-f286-e911-810c-000c29a8e632","ba18e731-f286-e911-810c-000c29a8e632 Fourth Edition 1/21/2019 5:00:00 AM",
"19e113da-c171-e911-8106-000c29a8e632","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","8.00","19e113da-c171-e911-8106-000c29a8e632","09e113da-c171-e911-8106-000c29a8e632 Fourth Edition",
"f3bf4455-cf50-e911-8106-000c29a8e632","Identification of the Problem & Assessment","5.00","f3bf4455-cf50-e911-8106-000c29a8e632","c5bf4455-cf50-e911-8106-000c29a8e632 Fourth Edition 2/25/2018 5:00:00 AM",
"e05a6023-f245-4662-9b9c-19a4ea41ca2b","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","22.00","e05a6023-f245-4662-9b9c-19a4ea41ca2b","9008b042-055d-4054-9b18-74a5bf667a5c Fourth Edition",
"779450ae-55f0-4e6b-9732-3b03cc88948d","Ethical & Professional Conduct","45.00","779450ae-55f0-4e6b-9732-3b03cc88948d","a856a2fc-1aa1-43cc-a888-32ca28e79070 Fourth Edition",
"4ae7777b-5a31-4315-b353-4aaa36862cee","Identification of the Problem & Assessment","4.00","4ae7777b-5a31-4315-b353-4aaa36862cee","2f9d7a37-7293-4bd5-b340-97ccdfa79c2f Fourth Edition",
"07030c3a-ba6e-4eb1-80a8-4cad405907f3","Implementation, Management, and Supervision","30.00","07030c3a-ba6e-4eb1-80a8-4cad405907f3","bcdc0eee-a8a6-44d3-8e92-00bf3f620c6a Fourth Edition",
"8a22015f-9fdd-4bc5-a372-ba7e1732e5d7","Concepts & Principles of Behavior Analysis","5.00","8a22015f-9fdd-4bc5-a372-ba7e1732e5d7","252352af-4c7c-477c-9497-905096713046 Fourth Edition",
"0981db12-f0f4-e911-8129-000c29a8e632","Behavior Change Systems","3.00","0981db12-f0f4-e911-8129-000c29a8e632","0381db12-f0f4-e911-8129-000c29a8e632 Fourth Edition",
"da037c6f-d58e-e911-810d-000c29a8e632","Measurement (including data analysis)","10.00","da037c6f-d58e-e911-810d-000c29a8e632","b9037c6f-d58e-e911-810d-000c29a8e632 Fourth Edition 4/12/2017 4:00:00 AM",
"95266dfd-f4fb-e911-812b-000c29a8e632","Experimental Design","35.00","95266dfd-f4fb-e911-812b-000c29a8e632","8a266dfd-f4fb-e911-812b-000c29a8e632 Fourth Edition",
"27972425-d321-ea11-8136-000c29a8e632","Concepts & Principles","45.00","27972425-d321-ea11-8136-000c29a8e632","c49ebe1e-d321-ea11-8136-000c29a8e632 Fifth Edition 8/24/2020 4:00:00 AM",
"0edde241-81db-4da7-b208-059a912f1c7f","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","20.00","0edde241-81db-4da7-b208-059a912f1c7f","3e86c39c-2f72-481f-956b-63aa3c0f9061 Fourth Edition",
"c9e232df-5084-4585-9284-5ac3a3b8f538","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","4.00","c9e232df-5084-4585-9284-5ac3a3b8f538","c4c82373-273c-4fac-8c56-42e278bf0795 Fourth Edition",
"8e6419ef-3d0d-ea11-8130-000c29a8e632","Concepts & Principles","15.00","8e6419ef-3d0d-ea11-8130-000c29a8e632","69ce0458-3d0d-ea11-8130-000c29a8e632 Fifth Edition 1/1/2014 5:00:00 AM",
"996e7b3c-73dd-449e-bccb-99f61a8b467f","Implementation, Management, and Supervision","10.00","996e7b3c-73dd-449e-bccb-99f61a8b467f","a56963e0-8175-4920-bdbb-da433f933602 Fourth Edition 9/18/2013 12:00:00 AM",
"73945fa1-715f-4c79-ab82-9b3f7c6a9c90","Implementation, Management, and Supervision","3.00","73945fa1-715f-4c79-ab82-9b3f7c6a9c90","d4ff7e8d-a68c-45bc-8171-38bcaf387ca6 Fourth Edition",
"bb17b993-284f-e911-8106-000c29a8e632","Discretionary","5.00","bb17b993-284f-e911-8106-000c29a8e632","7817b993-284f-e911-8106-000c29a8e632 Fourth Edition",
"0e488102-304f-e911-8106-000c29a8e632","Identification of the Problem & Assessment","10.00","0e488102-304f-e911-8106-000c29a8e632","19d1e1b4-9f45-e911-8106-000c29a8e632 Fourth Edition 1/7/2019 5:00:00 AM",
"6759dd7a-cac6-e911-811b-000c29a8e632","Identification of the Problem & Assessment","3.00","6759dd7a-cac6-e911-811b-000c29a8e632","6159dd7a-cac6-e911-811b-000c29a8e632 Fourth Edition 1/15/2014 5:00:00 AM",
"5a38293e-ea32-ea11-813a-000c29a8e632","Measurement (including data analysis)","25.00","5a38293e-ea32-ea11-813a-000c29a8e632","d6a368f6-8eeb-4b7c-b08d-11ee77a68cf4 Fourth Edition 4/6/2015 4:00:00 AM",
"aa2430f2-ca8b-e911-810d-000c29a8e632","Personnel Supervision and Management","30.00","aa2430f2-ca8b-e911-810d-000c29a8e632","89969044-c98b-e911-810d-000c29a8e632 Fifth Edition 9/15/2020 4:00:00 AM",
"8a5bb0c7-f72e-e911-8106-000c29a8e632","Personnel Supervision and Management","15.00","8a5bb0c7-f72e-e911-8106-000c29a8e632","e7a33e76-f72e-e911-8106-000c29a8e632 Fifth Edition 12/16/2019 5:00:00 AM",
"fee10630-4d58-45a8-89bd-4e679a775eb3","Ethical & Professional Conduct","30.00","fee10630-4d58-45a8-89bd-4e679a775eb3","81fd4f0c-44cb-46b2-9427-8eb56cc7c942 Fourth Edition",
"a3189c6b-25d1-e911-811e-000c29a8e632","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","45.00","a3189c6b-25d1-e911-811e-000c29a8e632","8f189c6b-25d1-e911-811e-000c29a8e632 Fourth Edition 8/1/2018 4:00:00 AM",
"299bd66b-cb11-42d0-a9a8-c0887f4ba8de","Ethical & Professional Conduct","45.00","299bd66b-cb11-42d0-a9a8-c0887f4ba8de","ee5361db-fa7c-4af3-ab77-9a13b1dbdf76 Fourth Edition",
"2a8f7e0a-1db3-4775-b3f1-d4e947d6aded","Measurement (including data analysis)","5.00","2a8f7e0a-1db3-4775-b3f1-d4e947d6aded","61545fe2-5366-47ec-9210-4ffd86f469ae Fourth Edition",
"aa42914b-3bbb-485a-9311-d6e85853e2f8","Implementation, Management, and Supervision","3.00","aa42914b-3bbb-485a-9311-d6e85853e2f8","47e7cd81-90ff-452f-9d53-14a82a0b1e46 Fourth Edition 8/7/2015 12:00:00 AM",
"d71ae62f-18ee-48e4-8ca4-9e40ccfb32dd","Experimental Design","1.25","d71ae62f-18ee-48e4-8ca4-9e40ccfb32dd","05694285-7c05-4f97-accd-a5a3b6df9ddb Fourth Edition",
"1d2a0463-4ede-e911-8122-000c29a8e632","Behavior Change Systems","5.00","1d2a0463-4ede-e911-8122-000c29a8e632","102a0463-4ede-e911-8122-000c29a8e632 Fourth Edition 1/17/2012 5:00:00 AM",
"7bdb4728-cbfb-e911-812b-000c29a8e632","Ethical & Professional Conduct","15.00","7bdb4728-cbfb-e911-812b-000c29a8e632","c2856c1a-cbfb-e911-812b-000c29a8e632 Fourth Edition 4/27/2016 4:00:00 AM",
"15c4aad6-3d3b-46d0-a0e3-fa2c1074acba","Concepts & Principles of Behavior Analysis","45.00","15c4aad6-3d3b-46d0-a0e3-fa2c1074acba","043ad6a8-4ef7-48b0-b407-30f8d0dd181a Fourth Edition",
"e44c3265-9499-e911-810e-000c29a8e632","Fundamental Elements of Behavior Change & Specific Behavior Change Procedures","20.00","e44c3265-9499-e911-810e-000c29a8e632","dc4c3265-9499-e911-810e-000c29a8e632 Fourth Edition 6/23/2015 4:00:00 AM",
"1fd48b2d-9946-4e87-8c21-699d72bf8442","Concepts & Principles of Behavior Analysis","5.00","1fd48b2d-9946-4e87-8c21-699d72bf8442","a9132aac-5181-430d-a011-b1320e091061 Fourth Edition",
