id,rc_reg_crse_insttn,rc_regcrs_deparmnt_crm,rc_crse_title,rc_crse_numbr,rc_crse_cdt_lvl,rc_crse_cdt_hrs,rc_cnthrs_editn,rc_cnthrs_strt_dat,rc_cnthrs_end_dat,rc_cnthrs_strt_yr,rc_cnthrs_end_yr,rc_cnthrs_strt_sem,rc_cnthrs_end_sem,rc_cnthrs_strt_qurtr,rc_cntnthrs_end_qtr,data_discrpncy_final_dta,rc_final_data_course_name,rc_rgsd_numbr,rc_rgs_typ_fnl,third_edition_cr_number,alterations,rc_cntnt_alloc_a1,rc_cnt_alloc_b1,rc_cntn_alloc_type_c1,rc_cnt_alloc_c2,rc_cntn_alloc_type_d1,rc_cntn_alloc_type_d2,rc_cntn_alloc_type_d3,rc_cntn_alloc_type_d4,rc_cntn_alloc_type_d5v,rc_cntn_alloc_type_e1,rc_cntn_alloc_type_5av,rc_cntn_alloc_type_5d,rc_cntn_alloc_type_5g,rc_cntn_alloc_type_5h,rc_cntn_alloc_type_5e,rc_cntn_alloc_type_5b,rc_cntn_alloc_type_5c,rc_cntn_alloc_type_5f
fe90aff2-f62e-e911-8106-000c29a8e632 Fifth Edition 3/23/2020 4:00:00 AM,Central Methodist University,Psychology,Reseach and Data Analysis,BH426,Undergraduate,2,Fifth Edition,3/23/2020,5/15/2020,,,,,,,,51015 BCaBA,51015, BCaBA,,,,,,,,,,,,,,,,,30,,,
e7a33e76-f72e-e911-8106-000c29a8e632 Fifth Edition 12/16/2019 5:00:00 AM,Central Methodist University,Psychology,Leadership and Management in ABA,BH427,Undergraduate,1,Fifth Edition,12/16/2019,1/17/2020,,,,,,,,51015 BCaBA,51015, BCaBA,,,,,,,,,,,,,,,,,,,,15
3b0e0352-fa2e-e911-8106-000c29a8e632 Fifth Edition,Franciscan Missionaries of Our Lady University,Psychology,Applied Behavior Analytic Interventions,PSYC 3350,Undergraduate,3,Fifth Edition,,,,,,,,,,51009 BCaBA,51009, BCaBA,,,,,,,,,,,,,,,,,,,45,
3ea9a3db-012f-e911-8106-000c29a8e632 Fifth Edition,Franciscan Missionaries of Our Lady University,Psychology,Single-subject Research Designs,PSYC 4350,Undergraduate,3,Fifth Edition,,,,,,,,,,51009 BCaBA,51009, BCaBA,,,,,,,,,,,,,,,,,30,,15,
57d86993-082f-e911-8106-000c29a8e632 Fifth Edition,Franciscan Missionaries of Our Lady University,Psychology,Assessments of Behavior,PSYC 4360,Undergraduate,3,Fifth Edition,,,,,,,,,,51009 BCaBA,51009, BCaBA,,,,,,,,,,,,,,,,,,45,,
5778a873-0a2f-e911-8106-000c29a8e632 Fifth Edition,Franciscan Missionaries of Our Lady University,Psychology,"Ethics, Personnel Supervision and Management",PSYC 4370,Undergraduate,3,Fifth Edition,,,,,,,,,,51009 BCaBA,51009, BCaBA,,,,,,,,,,,,,30,,,,,,,15
3ce00d10-9d30-e911-8106-000c29a8e632 Fifth Edition 3/13/2020 4:00:00 AM,Webster University,Special Education,Single-Subject Research Designs,SPED 5850,Graduate,3,Fifth Edition,3/13/2020,5/8/2020,,,,,,,,51012 BCBA,51012, BCBA,,,,,,,,,,,,,,,,,48,,,
5418786f-a130-e911-8106-000c29a8e632 Fifth Edition 8/26/2019 4:00:00 AM,Old Dominion University,Education,Applied Behavior Analysis: Concepts and Principles,SPED 640,Graduate,3,Fifth Edition,8/26/2019,,,,,,,,,51011 BCBA,51011, BCBA,,,,,,,,,,,,,,,45,,,,,
941a4f20-a230-e911-8106-000c29a8e632 Fifth Edition 1/11/2020 5:00:00 AM,Old Dominion University,Education,Applied Behavior Analysis: Empirical Bases,SPED 641,Graduate,3,Fifth Edition,1/11/2020,,,,,,,,,51011 BCBA,51011, BCBA,,,,,,,,,,,,,,,,,45,,,
4733ad1e-692a-e911-8106-000c29a8e632 Fifth Edition 10/25/2019 4:00:00 AM,Webster University,Special Education,Principles and Concepts of Behavior Analysis,SPED 5900,Graduate,3,Fifth Edition,10/25/2019,12/20/2019,,,,,,,,51012 BCBA,51012, BCBA,,,,,,,,,,,,,,,48,,,,,
49c0528b-a530-e911-8106-000c29a8e632 Fifth Edition 5/18/2020 4:00:00 AM,Old Dominion University,Education,Applied Behavior Analysis: Ethics and Professional Conduct for Behavior Analysts,SPED 642,Graduate,3,Fifth Edition,5/18/2020,,,,,,,,,51011 BCBA,51011, BCBA,,,,,,,,,,,,,45,,,,,,,
2f2ffad4-a730-e911-8106-000c29a8e632 Fifth Edition 8/24/2020 4:00:00 AM,Old Dominion University,Education,Applied Behavior Analysis: Assessments and Interventions,SPED 643,Graduate,3,Fifth Edition,8/24/2020,,,,,,,,,51011 BCBA,51011, BCBA,,,,,,,,,,,,,,3,,,,27,15,
9d2b1145-aa30-e911-8106-000c29a8e632 Fifth Edition 1/11/2021 5:00:00 AM,Old Dominion University,Education,Applied Behavior Analysis: Applications,SPED 644,Graduate,3,Fifth Edition,1/11/2021,,,,,,,,,51011 BCBA,51011, BCBA,,,,,,,,,,,,,,6,6,,,3,24,6
d152503c-b430-e911-8106-000c29a8e632 Fifth Edition 5/17/2021 4:00:00 AM,Old Dominion University,Education,Applied Behavior Analysis: Verbal Behavior,SPED 645,Graduate,3,Fifth Edition,5/17/2021,,,,,,,,,51011 BCBA,51011, BCBA,,,,,,,,,,,,,,3,12,,,15,15,
51421f4f-b630-e911-8106-000c29a8e632 Fifth Edition 6/28/2021 4:00:00 AM,Old Dominion University,Education,Applied Behavior Analysis: Personnel Supervision and Management,SPED 646,Graduate,3,Fifth Edition,6/28/2021,,,,,,,,,51011 BCBA,51011, BCBA,,,,,,,,,,,,,,3,12,,,,6,24
a4717dd8-3632-e911-8106-000c29a8e632 Fifth Edition 9/3/2019 4:00:00 AM,University of British Columbia,Education,Applications of Behaviour Analysis / Field Experience,EPSE 572,Graduate,3 (39 content hrs.),Fifth Edition,9/3/2019,,,,,,,,,51010 BCBA,51010, BCBA,,,,,,,,,,,,,,6,33,,,,,
a9bd2f78-4932-e911-8106-000c29a8e632 Fifth Edition 9/3/2019 4:00:00 AM,University of British Columbia,Education,Principles of Behaviour Analysis,EPSE 574,Graduate,3 (45 content hrs),Fifth Edition,9/3/2019,,,,,,,,,51010 BCBA,51010, BCBA,,,,,,,,,,,,,,,45,,,,,
58e66da4-4b32-e911-8106-000c29a8e632 Fifth Edition 1/6/2020 5:00:00 AM,University of British Columbia,Education,Seminar in Instructional Methods for Persons with Significant Learning Challenges,EPSE 575,Graduate,3 (42 content hrs.),Fifth Edition,1/6/2020,,,,,,,,,51010 BCBA,51010, BCBA,,,,,,,,,,,,,,3,,,,13,23,3
dade4131-4d32-e911-8106-000c29a8e632 Fifth Edition 9/2/2020 4:00:00 AM,University of British Columbia,Education,Assessment and Positive Behaviour Support in School and Community Settings,EPSE 576,Graduate,3 (42 content hrs.),Fifth Edition,9/2/2020,,,,,,,,,51010 BCBA,51010, BCBA,,,,,,,,,,,,,,3,,,,14,25,
e59da7b1-5032-e911-8106-000c29a8e632 Fifth Edition 1/4/2021 5:00:00 AM,University of British Columbia,Education,Seminar in Assessment and Positive Behaviour Support,EPSE 577,Graduate,3 (42 content hrs.),Fifth Edition,1/4/2021,,,,,,,,,51010 BCBA,51010, BCBA,,,,,,,,,,,,,,3,,,,19,17,3
5eae1bcf-5232-e911-8106-000c29a8e632 Fifth Edition 1/6/2020 5:00:00 AM,University of British Columbia,Education,Ethics for Behaviour Analysts,EPSE 578,Graduate,3 (45 content hrs.),Fifth Edition,1/6/2020,,,,,,,,,51010 BCBA,51010, BCBA,,,,,,,,,,,,,45,,,,,,,
f0bbd38f-5332-e911-8106-000c29a8e632 Fifth Edition 5/3/2021 4:00:00 AM,University of British Columbia,Education,Supervision & Management for Behaviour Analysts,EPSE 579,Graduate,3 (36 content hrs.),Fifth Edition,5/3/2021,,,,,,,,,51010 BCBA,51010, BCBA,,,,,,,,,,,,,,,,,,,12,24
99a24777-5432-e911-8106-000c29a8e632 Fifth Edition 9/2/2020 4:00:00 AM,University of British Columbia,Education,Design & Analysis of Research with Small Samples and Single Subjects,EPSE 593,Graduate,3 (45 content hrs.),Fifth Edition,9/2/2020,,,,,,,,,51010 BCBA,51010, BCBA,,,,,,,,,,,,,,,,,45,,,
d042e706-4735-e911-8106-000c29a8e632 Fifth Edition 6/1/2020 4:00:00 AM,Webster University,Special Education,Supervision and Staff Performance,SPED 5902,Graduate,3,Fifth Edition,6/1/2020,7/27/2020,,,,,,,,51012 BCBA,51012, BCBA,,,,,,,,,,,,,,,,,,,15,33
efbd0544-4e35-e911-8106-000c29a8e632 Fifth Edition 8/21/2020 4:00:00 AM,Webster University,Special Education,Ethics and Professional Issues in Applied Behavior Analysis,SPED 5903,Graduate,3,Fifth Edition,8/21/2020,10/16/2020,,,,,,,,51012 BCBA,51012, BCBA,,,,,,,,,,,,,48,,,,,,,
2d23dc96-ca30-e911-8106-000c29a8e632 Fifth Edition 8/23/2019 4:00:00 AM,Webster University,Special Education,Functional Behavior Assessment and Intervention,SPED 5703,Graduate,3,Fifth Edition,8/23/2019,10/18/2019,,,,,,,,51012 BCBA,51012, BCBA,,,,,,,,,,,,,,,,,,36,12,
6498a47e-6535-e911-8106-000c29a8e632 Fifth Edition 5/29/2019 4:00:00 AM,Baylor University,Educational Psychology,Philosophy in ABA,EDP 5301,Graduate,3,Fifth Edition,5/29/2019,,,,,,,,,51014 BCBA,51014, BCBA,,,,,,,,,,,,,,25,20,,,,,
3a39b854-6735-e911-8106-000c29a8e632 Fifth Edition 5/29/2019 4:00:00 AM,Baylor University,Educational Psychology,Concepts and Principles of Applied Behavior Analysis,EDP 5302,Graduate,3,Fifth Edition,5/29/2019,,,,,,,,,51014 BCBA,51014, BCBA,,,,,,,,,,,,,,,45,,,,,
2e1204f2-6935-e911-8106-000c29a8e632 Fifth Edition 5/29/2019 4:00:00 AM,Baylor University,Educational Psychology,Managing Behavior Change Programs,EDP 5374,Graduate,3,Fifth Edition,5/29/2019,,,,,,,,,51014 BCBA,51014, BCBA,,,,,,,,,,,,,,,,,,,15,30
b9a8008f-6c35-e911-8106-000c29a8e632 Fifth Edition 5/29/2019 4:00:00 AM,Baylor University,Educational Psychology,Ethics in Applied Behavior Analysis,EDP 5354,Graduate,3,Fifth Edition,5/29/2019,,,,,,,,,51014 BCBA,51014, BCBA,,,,,,,,,,,,,45,,,,,,,
4caf9267-df35-e911-8106-000c29a8e632 Fifth Edition 5/29/2019 4:00:00 AM,Baylor University,Educational Psychology,Teaching Individuals with Autism and Developmental Disabilities,EDP 5358,Graduate,3,Fifth Edition,5/29/2019,,,,,,,,,51014 BCBA,51014, BCBA,,,,,,,,,,,,,,,,,,20,25,
926c3579-c036-e911-8106-000c29a8e632 Fifth Edition 5/28/2019 4:00:00 AM,University of Wisconsin Whitewater,Education,Principles of ABA,SPECED 709,Graduate,3,Fifth Edition,5/28/2019,,,,,,,,,51013 BCBA,51013, BCBA,,,,,,,,,,,,,,,45,,,,,
4d7d46db-c436-e911-8106-000c29a8e632 Fifth Edition 5/25/2020 4:00:00 AM,University of Wisconsin Whitewater,Education,Philosophy of ABA,SPECED 712,Graduate,3,Fifth Edition,5/25/2020,,,,,,,,,51013 BCBA,51013, BCBA,,,,,,,,,,,,,,45,,,,,,
f12d0f7a-c636-e911-8106-000c29a8e632 Fifth Edition 6/17/2019 4:00:00 AM,University of Wisconsin Whitewater,Education,Ethics in ABA,SPECED 711,Graduate,3,Fifth Edition,6/17/2019,,,,,,,,,51013 BCBA,51013, BCBA,,,,,,,,,,,,,45,,,,,,,
dc9ddbd7-c836-e911-8106-000c29a8e632 Fifth Edition 1/21/2019 5:00:00 AM,University of Wisconsin Whitewater,Education,Research Methods: Single-Case Design,SPECED 701,Graduate,3,Fifth Edition,1/21/2019,,,,,,,,,51013 BCBA,51013, BCBA,,,,,,,,,,,,,,,,,45,,,
2647f919-d236-e911-8106-000c29a8e632 Fifth Edition 5/25/2020 4:00:00 AM,University of Wisconsin Whitewater,Education,Supervision of Personnel and Programs,SPECED 715,Graduate,3,Fifth Edition,5/25/2020,,,,,,,,,51013 BCBA,51013, BCBA,,,,,,,,,,,,,,,,,,,15,30
2a16245b-d336-e911-8106-000c29a8e632 Fifth Edition 9/2/2019 4:00:00 AM,University of Wisconsin Whitewater,Education,Behavior Assessment,SPECED 741,Graduate,3,Fifth Edition,9/2/2019,,,,,,,,,51013 BCBA,51013, BCBA,,,,,,,,,,,,,,,,,,45,,
e8118d60-dc36-e911-8106-000c29a8e632 Fifth Edition 1/20/2020 5:00:00 AM,University of Wisconsin Whitewater,Education,Behavior Change Procedures,SPECED 742,Graduate,3,Fifth Edition,1/20/2020,,,,,,,,,51013 BCBA,51013, BCBA,,,,,,,,,,,,,,,,,,,45,
7a938a01-b63a-e911-8106-000c29a8e632 Fifth Edition 8/26/2019 4:00:00 AM,University of South Florida,Child & Family Studies,Applied Behavior Analysis in Autism and Developmental Disabilities,MHS 4206,Undergraduate,3,Fifth Edition,8/26/2019,,,,,,,,,51022 BCaBA,51022, BCaBA,,,,,,,,,,,,,,,,,,,36,
8e34f997-ba3a-e911-8106-000c29a8e632 Fifth Edition 8/26/2019 4:00:00 AM,University of South Florida,Child & Family Studies,Behavior Assessment and Intervention Planning in Applied Behavior Analysis,MHS 4202,Undergraduate,3,Fifth Edition,8/26/2019,,,,,,,,,51022 BCaBA,51022, BCaBA,,,,,,,,,,,,,,,,,,30,15,
dcbc3aa8-bc3a-e911-8106-000c29a8e632 Fifth Edition 8/26/2019 4:00:00 AM,University of South Florida,Child & Family Studies,Practicum Seminar in Applied Behavior Analysis,MHS 4943,Undergraduate,3,Fifth Edition,8/26/2019,,,,,,,,,51022 BCaBA,51022, BCaBA,,,,,,,,,,,,,,,,,,15,9,15
ba212056-6f3b-e911-8106-000c29a8e632 Fifth Edition 5/29/2019 4:00:00 AM,Baylor University,Educational Psychology,Single-Subject Research Design,EDP 5357,Graduate,3,Fifth Edition,5/29/2019,,,,,,,,,51014 BCBA,51014, BCBA,,,,,,,,,,,,,,,,,45,,,
5acf798c-733b-e911-8106-000c29a8e632 Fifth Edition 7/31/2019 4:00:00 AM,Purdue University Global,Psychology,Ethics in Applied Behavior Analysis,PS225,Undergraduate,5,Fifth Edition,7/31/2019,,,,,,,,,51026 BCaBA,51026, BCaBA,,,,,,,,,,,,,37,,,,,,,13
47df651c-7a3b-e911-8106-000c29a8e632 Fifth Edition 5/29/2019 4:00:00 AM,Baylor University,Educational Psychology,Challenging Behavior and Developmental Disabilities,EDP 5361,Graduate,3,Fifth Edition,5/29/2019,,,,,,,,,51014 BCBA,51014, BCBA,,,,,,,,,,,,,,,,,,25,20,
7eb324c1-7c3b-e911-8106-000c29a8e632 Fifth Edition 5/1/2019 4:00:00 AM,Northeastern University,Psychology,Behavioral Concepts and Principles,CAEP 6326,Graduate,3,Fifth Edition,5/1/2019,,,,,,,,,51019 BCBA,51019, BCBA,,,,,,,,,,,,,,,45,,,,,
b5dd8643-803b-e911-8106-000c29a8e632 Fifth Edition 9/1/2019 4:00:00 AM,Northeastern University,Psychology,Service Administration,CAEP 6329,Graduate,45,Fifth Edition,9/1/2019,,,,,,,,,51019 BCBA,51019, BCBA,,,,,,,,,,,,,45,,,,,,,
c35735ce-833b-e911-8106-000c29a8e632 Fifth Edition 9/1/2019 4:00:00 AM,Northeastern University,Psychology,Behavior Assessment,CAEP 6327,Graduate,3,Fifth Edition,9/1/2019,,,,,,,,,51019 BCBA,51019, BCBA,,,,,,,,,,,,,,,,,,45,,
87b55ba1-843b-e911-8106-000c29a8e632 Fifth Edition 9/1/2019 4:00:00 AM,Northeastern University,Psychology,Research and Design Methods,CAEP 6328,Graduate,3,Fifth Edition,9/1/2019,,,,,,,,,51019 BCBA,51019, BCBA,,,,,,,,,,,,,,,,,45,,,
42ee7c3b-873b-e911-8106-000c29a8e632 Fifth Edition 5/1/2020 4:00:00 AM,Northeastern University,Psychology,Applied Programming 1,CAEP 6334,Graduate,3,Fifth Edition,5/1/2020,,,,,,,,,51019 BCBA,51019, BCBA,,,,,,,,,,,,,,6,16,,,,23,
523e6442-883b-e911-8106-000c29a8e632 Fifth Edition 9/1/2020 4:00:00 AM,Northeastern University,Psychology,Advanced Learning 2,CAEP 6332,Graduate,3,Fifth Edition,9/1/2020,,,,,,,,,51019 BCBA,51019, BCBA,,,,,,,,,,,,,,1,7,,,4,33,
5966481b-873b-e911-8106-000c29a8e632 Fifth Edition 7/31/2019 4:00:00 AM,Purdue University Global,Psychology,Exceptional Needs Children,PS340,Undergraduate,6,Fifth Edition,7/31/2019,,,,,,,,,51026 BCaBA,51026, BCaBA,,,,,,,,,,,,,2,1,4,,9,13,21,
cee09880-893b-e911-8106-000c29a8e632 Fifth Edition 9/1/2020 4:00:00 AM,Northeastern University,Psychology,Applied Programming 2,CAEP 6335,Graduate,3,Fifth Edition,9/1/2020,,,,,,,,,51019 BCBA,51019, BCBA,,,,,,,,,,,,,,8,7,,20,10,,
3b2ff6e0-8b3b-e911-8106-000c29a8e632 Fifth Edition 7/31/2019 4:00:00 AM,Purdue University Global,Psychology,Applied Behavior Analysis I,PS360,Undergraduate,6,Fifth Edition,7/31/2019,,,,,,,,,51026 BCaBA,51026, BCaBA,,,,,,,,,,,,,3,5,12,,8,5,17,
7b1fa367-853b-e911-8106-000c29a8e632 Fifth Edition 5/1/2020 4:00:00 AM,Northeastern University,Psychology,Advanced Learning 1,CAEP 6331,Graduate,3,Fifth Edition,5/1/2020,,,,,,,,,51019 BCBA,51019, BCBA,,,,,,,,,,,,,,5,18,,,,22,
90a4746b-973b-e911-8106-000c29a8e632 Fifth Edition 9/1/2020 4:00:00 AM,Northeastern University,Psychology,Systematic Inquiry 1,CAEP 6336,Graduate,3,Fifth Edition,9/1/2020,,,,,,,,,51019 BCBA,51019, BCBA,,,,,,,,,,,,,,,,,,,15,30
7170049c-983b-e911-8106-000c29a8e632 Fifth Edition 9/1/2020 4:00:00 AM,Northeastern University,Psychology,Programmed Learning,CAEP 6324,Graduate,3,Fifth Edition,9/1/2020,,,,,,,,,51019 BCBA,51019, BCBA,,,,,,,,,,,,,,,15,,,,30,
e73f8b0f-4b3c-e911-8106-000c29a8e632 Fifth Edition 7/31/2019 4:00:00 AM,Purdue University Global,Psychology,Applied Behavior Analysis II,PS365,Undergraduate,6,Fifth Edition,7/31/2019,,,,,,,,,51026 BCaBA,51026, BCaBA,,,,,,,,,,,,,2,3,10,,10,10,15,
d951a91c-523c-e911-8106-000c29a8e632 Fifth Edition 7/31/2019 4:00:00 AM,Purdue University Global,Psychology,Screening and Assessment,PS410,Undergraduate,6,Fifth Edition,7/31/2019,,,,,,,,,51026 BCaBA,51026, BCaBA,,,,,,,,,,,,,3,1,8,,12,15,10,1
3117fc5d-683c-e911-8106-000c29a8e632 Fifth Edition 7/31/2019 4:00:00 AM,Purdue University Global,Psychology,Program Design and Evaluation,PS430,Undergraduate,6,Fifth Edition,7/31/2019,,,,,,,,,51026 BCaBA,51026, BCaBA,,,,,,,,,,,,,1,1,8,,10,13,14,3
1a1d5ade-fe18-e911-8106-000c29a8e632 Fifth Edition,University of Missouri St. Louis,Educator Preparation & Leadership,Introduction to Concepts and Principles of Applied Behavior Analysis,6625,Graduate,3,Fifth Edition,,,,,,,,,,51004 BCBA,51004, BCBA,,,,,,,,,,,,,,20,25,,,,,
ec4a7bc8-de3e-e911-8106-000c29a8e632 Fifth Edition,University of Missouri St. Louis,Educator Preparation & Leadership,Behavior Interventions in Applied Behavior Analysis,6640,Graduate,3,Fifth Edition,,,,,,,,,,51004 BCBA,51004, BCBA,,,,,,,,,,,,,,,,,,,45,
82563b66-e03e-e911-8106-000c29a8e632 Fifth Edition,University of Missouri St. Louis,Educator Preparation & Leadership,Behavior Consultation & Supervision,6645,Graduate,3,Fifth Edition,,,,,,,,,,51004 BCBA,51004, BCBA,,,,,,,,,,,,,,,,,,,,45
bb0a3882-fa3e-e911-8106-000c29a8e632 Fifth Edition,University of Missouri St. Louis,Educator Preparation & Leadership,Verbal Behavior and Social Skills Intervention,6686,Graduate,3,Fifth Edition,,,,,,,,,,51004 BCBA,51004, BCBA,,,,,,,,,,,,,,,15,,,5,25,
e0a4f58a-1241-e911-8106-000c29a8e632 Fifth Edition 1/20/2020 5:00:00 AM,Queen's University Belfast,Education,Concepts and principles of behaviour analysis,EDU7225,Graduate,20,Fifth Edition,1/20/2020,5/5/2020,,,,,,,,51062 BCBA,51062, BCBA,,,,,,,,,,,,,,,45,,,,,
2becbd43-5543-e911-8106-000c29a8e632 Fifth Edition 9/23/2019 4:00:00 AM,Queen's University Belfast,Education,Fundamental Elements of Behaviour Change,EDU7226,Graduate,20,Fifth Edition,9/23/2019,1/6/2020,,,,,,,,51062 BCBA,51062, BCBA,,,,,,,,,,,,,,15,,,,,45,
69bb4816-5643-e911-8106-000c29a8e632 Fifth Edition 1/20/2020 5:00:00 AM,Queen's University Belfast,Education,Assessment in Behaviour Analysis,EDU7227,Graduate,20,Fifth Edition,1/20/2020,5/5/2020,,,,,,,,51062 BCBA,51062, BCBA,,,,,,,,,,,,,,,,,,45,15,
45bea8a3-5643-e911-8106-000c29a8e632 Fifth Edition 1/20/2020 5:00:00 AM,Queen's University Belfast,Education,Behaviour Change and Education,EDU7228,Graduate,20,Fifth Edition,1/20/2020,5/5/2020,,,,,,,,51062 BCBA,51062, BCBA,,,,,,,,,,,,,,30,,,,,,30
bef1a618-5743-e911-8106-000c29a8e632 Fifth Edition 9/23/2019 4:00:00 AM,Queen's University Belfast,Education,Evaluation in Behaviour Analysis,EDU7229,Graduate,20,Fifth Edition,9/23/2019,1/6/2020,,,,,,,,51062 BCBA,51062, BCBA,,,,,,,,,,,,,,,,,45,,,
1359565d-5743-e911-8106-000c29a8e632 Fifth Edition 9/23/2019 4:00:00 AM,Queen's University Belfast,Education,Ethical and Professional Conduct,EDU7230,Graduate,20,Fifth Edition,9/23/2019,1/6/2020,,,,,,,,51062 BCBA,51062, BCBA,,,,,,,,,,,,,45,,,,,,,
76d1456a-850f-e911-8106-000c29a8e632 Fifth Edition 8/26/2019 4:00:00 AM,University of North Texas,Behavior Analysis,"ABA Foundations, Concepts, and Principles I",BEHV 5610,Graduate,3,Fifth Edition,8/26/2019,,,,,,,,,51002 BCBA,51002, BCBA,,,,,,,,,,,,,,18,27,,,,,
417e73d5-a045-e911-8106-000c29a8e632 Fifth Edition 1/21/2019 5:00:00 AM,University of Kansas,Behavior Analysis,Within Subjects Research Methodology and Direct Observation,ABSC 735,Graduate,3,Fifth Edition,1/21/2019,5/17/2019,,,,,,,,51016 BCBA,51016, BCBA,,,,,,,,,,,,,,,,,45,,,
c03040a1-a845-e911-8106-000c29a8e632 Fifth Edition 1/21/2019 5:00:00 AM,University of Kansas,Behavior Analysis,Introduction to Applied Behavioral Science,ABSC 746,Graduate,3,Fifth Edition,1/21/2019,5/17/2019,,,,,,,,51016 BCBA,51016, BCBA,,,,,,,,,,,,,,,,,,,15,
8668f952-a945-e911-8106-000c29a8e632 Fifth Edition 1/21/2019 5:00:00 AM,University of Kansas,Behavior Analysis,Conceptual Foundations of Applied Behavioral Science,ABSC 800,Graduate,3,Fifth Edition,1/21/2019,5/17/2019,,,,,,,,51016 BCBA,51016, BCBA,,,,,,,,,,,,,,45,,,,,,
5856adfa-a945-e911-8106-000c29a8e632 Fifth Edition 1/21/2019 5:00:00 AM,University of Kansas,Behavior Analysis,Behavior Analysis in Intellectual & Developmental Disabilities,ABSC 802,Graduate,3,Fifth Edition,1/21/2019,5/17/2019,,,,,,,,51016 BCBA,51016, BCBA,,,,,,,,,,,,,,,,,,20,25,
06b53aa0-aa45-e911-8106-000c29a8e632 Fifth Edition 1/21/2019 5:00:00 AM,University of Kansas,Behavior Analysis,Functional Behavioral Assessment,ABSC 805,Graduate,3,Fifth Edition,1/21/2019,5/17/2019,,,,,,,,51016 BCBA,51016, BCBA,,,,,,,,,,,,,,,,,,25,20,
58b20057-bc45-e911-8106-000c29a8e632 Fifth Edition 1/21/2019 5:00:00 AM,University of Kansas,Behavior Analysis,"Ethical, Legal, & Professional Issues in Applied Behavioral Science",ABSC 841,Graduate,3,Fifth Edition,1/21/2019,5/17/2019,,,,,,,,51016 BCBA,51016, BCBA,,,,,,,,,,,,,45,,,,,,,
4c1a1150-bd45-e911-8106-000c29a8e632 Fifth Edition 1/21/2019 5:00:00 AM,University of Kansas,Behavior Analysis,Principles of Behavior Analysis,ABSC 861,Graduate,3,Fifth Edition,1/21/2019,5/17/2019,,,,,,,,51016 BCBA,51016, BCBA,,,,,,,,,,,,,,,45,,,,,
d5441101-bf45-e911-8106-000c29a8e632 Fifth Edition 1/21/2019 5:00:00 AM,University of Kansas,Behavior Analysis,Behavior Analysis in Complex Organizations,ABSC 865,Graduate,3,Fifth Edition,1/21/2019,5/17/2019,,,,,,,,51016 BCBA,51016, BCBA,,,,,,,,,,,,,,,,,,,,30
ea403c87-ee45-e911-8106-000c29a8e632 Fifth Edition 5/1/2019 4:00:00 AM,Northeastern University,Psychology,Behavioral Concepts and Principles,CAEP 6326,Graduate,3,Fifth Edition,5/1/2019,,,,,,,,,51020 BCBA,51020, BCBA,,,,,,,,,,,,,,,45,,,,,
3ba4ba85-ef45-e911-8106-000c29a8e632 Fifth Edition 9/1/2019 4:00:00 AM,Northeastern University,Psychology,Service Administration,CAEP 6329,Graduate,3,Fifth Edition,9/1/2019,,,,,,,,,51020 BCBA,51020, BCBA,,,,,,,,,,,,,45,,,,,,,
7e081185-1c46-e911-8106-000c29a8e632 Fifth Edition 8/15/2019 4:00:00 AM,Berry College,Psychology,Single-Subject Design in Applied Behavior Analysis,PSY 353,Undergraduate,3,Fifth Edition,8/15/2019,12/13/2019,,,,,,,,51021 BCaBA,51021, BCaBA,,,,,,,,,,,,,,,,,30,15,,
acfec744-1e46-e911-8106-000c29a8e632 Fifth Edition 8/16/2019 4:00:00 AM,Berry College,Psychology,Concepts and Principles of Applied Behavior analysis,PSY 222,Undergraduate,3,Fifth Edition,8/16/2019,12/13/2019,,,,,,,,51021 BCaBA,51021, BCaBA,,,,,,,,,,,,,,9,36,,,,,
c7240977-9e46-e911-8106-000c29a8e632 Fifth Edition 9/1/2019 4:00:00 AM,Northeastern University,Psychology,Behavior Assessment,CAEP 6327,Graduate,3,Fifth Edition,9/1/2019,,,,,,,,,51020 BCBA,51020, BCBA,,,,,,,,,,,,,,,,,,45,,
f2783361-a046-e911-8106-000c29a8e632 Fifth Edition 9/1/2019 4:00:00 AM,Northeastern University,Psychology,Research and Design Methods,CAEP 6328,Graduate,3,Fifth Edition,9/1/2019,,,,,,,,,51020 BCBA,51020, BCBA,,,,,,,,,,,,,,,,,45,,,
f9648e52-a246-e911-8106-000c29a8e632 Fifth Edition 1/1/2020 5:00:00 AM,Northeastern University,Psychology,Advanced Learning 1,CAEP 6331,Graduate,3,Fifth Edition,1/1/2020,,,,,,,,,51020 BCBA,51020, BCBA,,,,,,,,,,,,,,5,18,,,,22,
c8bbd573-a346-e911-8106-000c29a8e632 Fifth Edition 5/1/2020 4:00:00 AM,Northeastern University,Psychology,Applied Programming 1,CAEP 6334,Graduate,3,Fifth Edition,5/1/2020,,,,,,,,,51020 BCBA,51020, BCBA,,,,,,,,,,,,,,6,16,,,,23,
5a5c359e-4948-e911-8106-000c29a8e632 Fifth Edition 1/8/2020 5:00:00 AM,University of North Carolina Charlotte,Special Education,Behavior Analytic Intervention in Communication,SPED 6225,Graduate,3,Fifth Edition,1/8/2020,,,,,,,,,51033 BCBA,51033, BCBA,,,,,,,,,,,,,,,,,,6,39,
