"custrecord_rc_crse_crm_id","externalid","custrecord_rc_course_title","custrecord_rc_course_number","custrecord_rc_course_credit_level","custrecord_rc_course_credit_hours","custrecord_rc_course_instruction_mode","custrecord_rc_course_institution_name_uniq","custrecord_rc_course_institution_name","custrecord_rc_course_inst","custrecord_rc_course_dept",
"ebd84a96-693a-4056-b9a8-5c182a0a0bbe","ebd84a96-693a-4056-b9a8-5c182a0a0bbe","Behavior Assessment (titled "Behavior Assessment and Intervention" until 08/2019)","EDP 6263","Graduate","3","Hybrid","University of Texas San Antonio","University of Texas at San Antonio","FE338BC8-66AD-E411-B490-0050569C00A7","Educational Psychology",
"bc00f759-6127-408e-b37a-5c224ef43159","bc00f759-6127-408e-b37a-5c224ef43159","[Fall 2018] BEHAVIOR CHANGE PROCEDURES AND SUPERVISION- PART 1","ABA 515","Graduate","3","On-Campus","Azusa Pacific University","Azusa Pacific University","609D71D6-4E55-E911-8106-000C29A8E632","Education",
"bd0fff05-8929-422f-b9f5-5c28079cd1ca","bd0fff05-8929-422f-b9f5-5c28079cd1ca","Behavioral Assessment and Adjustment of Exceptional Children and Youth","SPED 6331","Graduate","3","Online","University of Houston Victoria","University of Houston Victoria","588923A5-925B-E911-8106-000C29A8E632","Education",
"2a6f2d6e-50bd-4e90-8bb9-5c5fb85904b8","2a6f2d6e-50bd-4e90-8bb9-5c5fb85904b8","ANALYSIS AND TREATMENT OF DEVELOPMENTAL DISABILITIES","PSY 6680","Graduate","3","Both","Western Michigan University","Western Michigan University","851311B3-1011-E411-B0E2-0050569C00A7","Department of Psychology",
"ecb39957-0e8c-4823-970d-5c654d16af75","ecb39957-0e8c-4823-970d-5c654d16af75","ABA Ethics & Professional Standards I","ABA 517","Graduate","2","Both","Mary Baldwin University","Mary Baldwin University","72213173-C65A-E911-8106-000C29A8E632","Education/Psychology",
"d30a7397-8d20-4dd4-a205-5c8e3b9098bf","d30a7397-8d20-4dd4-a205-5c8e3b9098bf","Assessment and Evaluation of Children and Youth with Disabilities","SPE 5533","Graduate","3","Hybrid","University of Texas San Antonio","University of Texas at San Antonio","FE338BC8-66AD-E411-B490-0050569C00A7","Interdisciplinary Learning & Teaching/Educational Psychology",
"43e2d762-2c6e-4cd1-a5a9-5cfe3f7f9f41","43e2d762-2c6e-4cd1-a5a9-5cfe3f7f9f41","[Fall 2015] Behavior Analysis Intensive Practicum lll","EDSBA56300DL01","Graduate","3","Both","Lindenwood University","Lindenwood University","875902E1-385A-E911-8106-000C29A8E632","Educational Leadership",
"263e2b56-f45b-4686-b1f9-5d1b29a568f6","263e2b56-f45b-4686-b1f9-5d1b29a568f6","[Summer 2017] Behavior Analysis Fieldwork l","EDS68100DL01","Graduate","3","Both","Lindenwood University","Lindenwood University","875902E1-385A-E911-8106-000C29A8E632","Educational Leadership",
"a65a6a09-f377-4d31-baa4-5d2552975aa0","a65a6a09-f377-4d31-baa4-5d2552975aa0","Learning II: Theories & Issues","PSY 407","Undergraduate","3","On-Campus","Eastern Connecticut State University","Eastern Connecticut State University","2FF777E2-3B56-E911-8106-000C29A8E632","Psychology",
"1a4a99a2-3505-4f02-9f6c-5d3c87a6963d","1a4a99a2-3505-4f02-9f6c-5d3c87a6963d","Supervision & Training in ABA","ABA 620","Graduate","3","Both","National Louis University","National Louis University","268D7697-D55A-E911-8106-000C29A8E632","Behavior Analysis",
"d97ef6e8-76a2-4956-967a-5d5a28b38c7a","d97ef6e8-76a2-4956-967a-5d5a28b38c7a","Legal, Ethical and Professional Issues in ABA","PSY 840","Graduate","3","Hybrid","Salem State University","Salem State University","1F2C994D-E6B3-E511-990B-0050569C00C5","Psychology",
"a16da237-6d2c-4537-a486-5d666d53e924","a16da237-6d2c-4537-a486-5d666d53e924","Special Topics","ABA 5931","Graduate","3","Both","Saint Louis University","Saint Louis University","F14763AB-F668-E411-B490-0050569C00A7","UnNamedDepartment",
"7802428d-d7bb-48a1-8a34-5d7c8215bb4a","7802428d-d7bb-48a1-8a34-5d7c8215bb4a","Behavior Change Procedures & Systems Support","PSY 557","Graduate","3","Hybrid","California State University Northridge","California State University Northridge","6EE7FC4D-6200-E411-BEB5-00505683000D","Psychology",
"5ab6f4ee-f7cc-4615-8c3d-5da7b4abb3a2","5ab6f4ee-f7cc-4615-8c3d-5da7b4abb3a2","Applied Behavior Analysis IV","EPY 644","Graduate","4","Online","Western Connecticut State University","Western Connecticut State University","3F7383A1-F5B1-E811-8102-000C29A8E632","Education",
"24d7d52c-f04b-4f3f-8d24-5db3cbc09e13","24d7d52c-f04b-4f3f-8d24-5db3cbc09e13","Behavioral Assessments","EDF 6226","Graduate","3","Online","University of West Florida","University of West Florida","0B58E065-6200-E411-BEB5-00505683000D","Center for Behavior Analysis",
"148a5dad-4a8f-4e53-92d4-5dc48201d08a","148a5dad-4a8f-4e53-92d4-5dc48201d08a","Advanced Ethics and Professional Conduct for Behavior Analysts","800","Graduate","3","On-Campus","Hebrew University of Jerusalem","Hebrew University of Jerusalem","0E88E5FF-1D5A-E911-8106-000C29A8E632","UnNamedDepartment",
"4cf1f14a-bc6c-48a6-b1bb-5dc99780163f","4cf1f14a-bc6c-48a6-b1bb-5dc99780163f","Measurement and experimental design II","BEHABA 7","Graduate","30","Both","Behaviour Analysis Academy","Behaviour Analysis Academy","FF3D417C-5B55-E911-8106-000C29A8E632","Behaviour Analysis Academy of Malaysia",
"7862a13a-f1b0-44f3-b6ae-5dd51a3db1b1","7862a13a-f1b0-44f3-b6ae-5dd51a3db1b1","Single Subject Research Design","EDUB 6320","Graduate","3","Online","Tennessee Technological University","Tennessee Technological University","2C13E85F-6200-E411-BEB5-00505683000D","Curriculum and Instruction",
"67991537-585d-4349-80c4-5dd607de076b","67991537-585d-4349-80c4-5dd607de076b","Concepts and Principles of Behavior Analysis I","AB 540DC","Graduate","3","Hybrid","Chicago School of Professional Psychology","Chicago School of Professional Psychology, The","0C50719A-2A14-E411-B0E2-0050569C00A7","Dept of Applied Behavior Analysis-DC Campus",
"05a985a6-e743-4c69-b1a6-5dd79079615b","05a985a6-e743-4c69-b1a6-5dd79079615b","Systems Level Behavior Analysis","HLTHPSYC 8500 (HTH_PR 8001: Topics in Health Professions) / SPC_ED 8500","Graduate","3","On-Campus","University of Missouri Columbia","University of Missouri Columbia","98BEC941-975B-E911-8106-000C29A8E632","UnNamedDepartment",
"ebb82971-d112-492c-adc0-5de909f43bfd","ebb82971-d112-492c-adc0-5de909f43bfd","Autism Spectrum Disorders","0","Undergraduate","3","On-Campus","Humber College","Humber College","732E3946-1F5A-E911-8106-000C29A8E632","School of Social & Community Services",
"555c920b-911a-4800-936c-5df6391dce9b","555c920b-911a-4800-936c-5df6391dce9b","ABA","PSY 02610","Graduate","3","Hybrid","Rowan University","Rowan University","218B2A6C-61B1-E411-B490-0050569C00A7","Psychology",
"7e5b194f-dd57-40d9-a06f-5e0d73465fd9","7e5b194f-dd57-40d9-a06f-5e0d73465fd9","Single Case Design, Measurement, & Applications in Applied Behavior Analysis ","PSY 4624","Undergraduate","3","Hybrid","Keiser University","Keiser University","C724B627-375A-E911-8106-000C29A8E632","Psychology ",
"b61d4934-a862-41ea-867f-5eaf13d44dfe","b61d4934-a862-41ea-867f-5eaf13d44dfe","Foundations of Learning","PSYC 2613 / 2515","Undergraduate","3","Hybrid","University of New Brunswick","University of New Brunswick","1214E85F-6200-E411-BEB5-00505683000D","Psychology",
"7e13e457-5511-46e5-ae34-5eb59b74d79a","7e13e457-5511-46e5-ae34-5eb59b74d79a","Ethics & Professionalism II","ABA 522","Graduate","3","On-Campus","Oregon Institute of Technology","Oregon Institute of Technology","1976118D-DD5A-E911-8106-000C29A8E632","Humanities and Social Sciences",
"888c052d-736d-41a6-9690-5eba77cf818c","888c052d-736d-41a6-9690-5eba77cf818c","Measurement and Experimental Design I","BEHABA 2","Graduate","15","Both","Behaviour Analysis Academy","Behaviour Analysis Academy","FF3D417C-5B55-E911-8106-000C29A8E632","Behaviour Analysis Academy of Malaysia",
"0e46e3db-1535-4ff3-9095-5ebc13c75532","0e46e3db-1535-4ff3-9095-5ebc13c75532","Concepts and Principles of Behavior Analysis","SPED 5304","Graduate","3","On-Campus","Temple University","Temple University","2813E85F-6200-E411-BEB5-00505683000D","Education",
"4930fc79-8a56-492d-80c1-5ee20a077638","4930fc79-8a56-492d-80c1-5ee20a077638","(Spring 2008) Behavior Intervention in Developmental Disabilities","PSYCH 72003","Graduate","3","On-Campus","Queens College","Queens College","767EF840-EE5A-E911-8106-000C29A8E632","Psychology",
"9281a1da-f53c-44a0-92f9-5ee807a6ff7e","9281a1da-f53c-44a0-92f9-5ee807a6ff7e","Principles and Theories of Behavior Modification","EAB 4794","Undergraduate","3","On-Campus","Florida International University","Florida International University","F98CF753-6200-E411-BEB5-00505683000D","Psychology",
"e27410c1-d432-46b8-b768-5f1597eca571","e27410c1-d432-46b8-b768-5f1597eca571","Seminar in Applied Behavior Analysis","SPI 2115","Graduate","3","On-Campus","National Pingtung University","National Pingtung University","5BCE2592-D65A-E911-8106-000C29A8E632","Special Education",
"151af5d8-f44e-4c55-b7eb-5f3000787675","151af5d8-f44e-4c55-b7eb-5f3000787675","Introduction to Ethical and Professional Conduct","BEHABA-3","Graduate","15","On-Campus","Masaryk University","Masaryk University","C4EC6FED-C65A-E911-8106-000C29A8E632","Faculty of Education",
"b8219fc8-0863-44e0-ab70-5f414cef62e2","b8219fc8-0863-44e0-ab70-5f414cef62e2","(Spring 2008) Psychology of Learning","PSY 730","Graduate","3","On-Campus","Queens College","Queens College","767EF840-EE5A-E911-8106-000C29A8E632","Psychology",
"6ced8652-1560-4a07-ab1a-5f5c0d0a7a0a","6ced8652-1560-4a07-ab1a-5f5c0d0a7a0a","Concepts and Principles of Behavior Analyisis II","AB 541 TX","Graduate","3","Hybrid","Chicago School of Professional Psychology","Chicago School of Professional Psychology, The","0C50719A-2A14-E411-B0E2-0050569C00A7","Behavior Analysis",
"b6d65880-3790-4f95-85e6-5f665aea1617","b6d65880-3790-4f95-85e6-5f665aea1617","Introduction to autism, ID, and behavior analysis I","UQ405f","Graduate","27,5","Hybrid","Stockholm University","Stockholm University","8A57CC79-065B-E911-8106-000C29A8E632","Department of Special Education",
"f75511c6-b30b-4ef0-9d33-5f6807da739e","f75511c6-b30b-4ef0-9d33-5f6807da739e","Functional assessment and applied behavior analysis","PSAA04","Graduate","65","Hybrid","Stockholm University","Stockholm University","8A57CC79-065B-E911-8106-000C29A8E632","Department of Special Education",
"dd128383-1758-4398-9df2-5f6e8a9d534c","dd128383-1758-4398-9df2-5f6e8a9d534c","BehaviorChange & Supervision Part 1","ABA 515","Graduate","3","Both","Azusa Pacific University","Azusa Pacific University","609D71D6-4E55-E911-8106-000C29A8E632","Education",
"0dc8ed38-9350-4f60-aa88-5f7cf0b0e904","0dc8ed38-9350-4f60-aa88-5f7cf0b0e904","(Fall 2018)  Ethical, Legal, and Professional Issues in Psychology and Behavior Analysis","EDPY 636","Graduate","3","On-Campus","University of Tennessee","University of Tennessee","83D56495-9D5B-E911-8106-000C29A8E632","Special Education",
"9feced4f-79a7-40a2-b99e-5fdcd249e0fd","9feced4f-79a7-40a2-b99e-5fdcd249e0fd","Behavior Analysis Implementation, Considerations, and Management","596","Graduate","2","On-Campus","University of North Carolina Wilmington","University of North Carolina Wilmington","BC3BB648-FAB1-E411-B490-0050569C00A7","Psychology",
"f34b4bd2-f69d-429e-bbca-5fe397396e5a","f34b4bd2-f69d-429e-bbca-5fe397396e5a","Senior Seminar in Psychology: Behavior Analysis","PSY 4931","Undergraduate","2","On-Campus","Florida International University","Florida International University","F98CF753-6200-E411-BEB5-00505683000D","Psychology",
"9cbb926e-c642-4584-9e01-5fe49610c04f","9cbb926e-c642-4584-9e01-5fe49610c04f","Ethics in ABA","PSY 02670","Graduate","3","Hybrid","Rowan University","Rowan University","218B2A6C-61B1-E411-B490-0050569C00A7","Psychology",
"210e8202-5a9c-49e2-a45d-5ff441c6c240","210e8202-5a9c-49e2-a45d-5ff441c6c240","Personnel Training and Development","PSY 6440","Graduate","3","Both","Western Michigan University","Western Michigan University","851311B3-1011-E411-B0E2-0050569C00A7","Department of Psychology",
"863061ab-98fb-429b-9ebc-601831ac47be","863061ab-98fb-429b-9ebc-601831ac47be","Behavior Analytic Procedures and Interventions","PYI 5381","Graduate","3","On-Campus","Antioch University","Antioch University","297383A1-F5B1-E811-8102-000C29A8E632","Applied Behavior Analysis Certificate Program",
"ab2dcb11-7810-47ac-a900-60276a3d7530","ab2dcb11-7810-47ac-a900-60276a3d7530","(Fall 2014) Behavior Assessment and Intervention Planning","MHS 4202","Undergraduate","3","On-Campus","University of South Florida","University of South Florida","D851AD65-81E7-E811-8105-000C29A8E632","Child & Family Studies",
"68935302-613a-4b62-993e-603ace586c92","68935302-613a-4b62-993e-603ace586c92","Introduction to applied behavior analysis","Psy 3010","Undergraduate","4","Hybrid","University of Central Missouri","University of Central Missouri","ACA4F57D-0784-E511-A86B-0050569C00A7","Psychological Science",
"f4fec81b-e991-4b01-ae63-604e7554cb19","f4fec81b-e991-4b01-ae63-604e7554cb19","Developing Implementation and Assessment of Behavioral Programs","6521","Graduate","30","On-Campus","Kibbutzim College","Kibbutzim College","ADA8FD94-255A-E911-8106-000C29A8E632","Advanced Studies",
"6cf0e829-5d5d-4fd6-a561-6057b6682acc","6cf0e829-5d5d-4fd6-a561-6057b6682acc","Functional Assessment and Behavior Change Procedures","BEH004","Graduate","3","Hybrid","Our Sunny World","Our Sunny World","14138C04-E25A-E911-8106-000C29A8E632","Applied behavior Analysis",
"740ee012-a4eb-4402-8133-605ae92a12af","740ee012-a4eb-4402-8133-605ae92a12af","Behavior Change and Ethics","ABA or SWRK 5749","Graduate","3","Both","Saint Louis University","Saint Louis University","F14763AB-F668-E411-B490-0050569C00A7","UnNamedDepartment",
"1896f21d-883f-43b0-ab54-606b28f101c4","1896f21d-883f-43b0-ab54-606b28f101c4","Applications of the Assessment and Treatment of Language and Learning","PSY 677","Graduate","3","On-Campus","University of Miami","University of Miami - Center for Autism & Related Disabilities","604A7EEE-093C-E711-B5CE-0050569C00A7","Psychology",
"41e40cd4-a13f-4c71-8411-607d4b799e4c","41e40cd4-a13f-4c71-8411-607d4b799e4c","Learning and Behavior Analysis","PSY 5103","Graduate","3","On-Campus","Temple University","Temple University","2813E85F-6200-E411-BEB5-00505683000D","Education",
"030ebc1c-73da-4ea8-aea2-6083714a915d","030ebc1c-73da-4ea8-aea2-6083714a915d","Ethics in Research and Professional Practice","ABA 588","Graduate","3","On-Campus","Pennsylvania State University Harrisburg","Pennsylvania State University Harrisburg","F366BEE7-E25A-E911-8106-000C29A8E632","Psychology",
"ad5f40d1-df6b-4306-ac51-60aa1376d8d3","ad5f40d1-df6b-4306-ac51-60aa1376d8d3","Applications of ABA in Education and Human Services","SPED 9660","Graduate","3","Hybrid","Nova Southeastern University","Nova Southeastern University/Mailman Segal Center for Human Development","1ED0EF59-6200-E411-BEB5-00505683000D","Mailman Segal Center for Human Development/Abraham S. Fischler College of Education",
"60551ab5-f54c-4480-ba79-60beb969d99a","60551ab5-f54c-4480-ba79-60beb969d99a","Behavioral Programming, Supervision and Consultation for Behavior Analysis","SPED 299","Graduate","2","Online","Hofstra University","Hofstra University","858DF753-6200-E411-BEB5-00505683000D","Special Education",
"b0201cc8-c125-4fad-8a04-60fee2851f49","b0201cc8-c125-4fad-8a04-60fee2851f49","ADVANCED TECHNIQUES IN APPLIED BEHAVIOR ANALYSIS","COURSE 3","Undergraduate","65 Hrs","On-Campus","International Training Center for Applied Behavior Analysis","International Training Center for Applied Behavior Analysis","04A37D08-215A-E911-8106-000C29A8E632","Behavior Analysis",
"cd5fad41-5218-4f83-b1a4-610ebf492b26","cd5fad41-5218-4f83-b1a4-610ebf492b26","Applied Behavior Analysis","518","Graduate","3","On-Campus","University of North Carolina Wilmington","University of North Carolina Wilmington","BC3BB648-FAB1-E411-B490-0050569C00A7","Psychology",
"59e10b93-693a-4164-b232-6118e4d09fe2","59e10b93-693a-4164-b232-6118e4d09fe2","Intensive Practical Training in Applied Behavior Analysis","754","Graduate","3","Online","California University of Pennsylvania","California University of Pennsylvania","EC053641-1556-E911-8106-000C29A8E632","Special Education",
"2bbf0ed9-e561-4019-b4b9-612600a4dfb2","2bbf0ed9-e561-4019-b4b9-612600a4dfb2","(Fall 2012) Creating Effective & Ethical Intervention","PSY 516","Graduate","3","On-Campus","Rider University","Rider University","DCA9EF99-FD5A-E911-8106-000C29A8E632","Psychology",
"9d0ff82a-8067-496a-b0bb-612cdcd0276d","9d0ff82a-8067-496a-b0bb-612cdcd0276d","Behavioral Assessment Models in Applied Behavior Analysis","HSDD 0730","Graduate","3","Online","Nova Southeastern University","Nova Southeastern University/Mailman Segal Center for Human Development","1ED0EF59-6200-E411-BEB5-00505683000D","Mailman Segal Center for Human Development/Abraham S. Fischler College of Education",
"31b965a4-e065-4634-a40a-613eaf849a22","31b965a4-e065-4634-a40a-613eaf849a22","[Spring 2019] Topics in Applied Behaviour Analysis: Diverse Applications of ABA ","ADST 5V72","Graduate","45","On-Campus","Brock University","Brock University","E798D86B-6200-E411-BEB5-00505683000D","Applied Disability Studies",
"065a7186-cfd2-428d-a4c9-616149088814","065a7186-cfd2-428d-a4c9-616149088814","Supervision Management of Behavioral Interventions","BEH005","Graduate","3","Hybrid","Our Sunny World","Our Sunny World","14138C04-E25A-E911-8106-000C29A8E632","Applied behavior Analysis",
"3cb9ebed-976e-4127-8aae-616bee4a098f","3cb9ebed-976e-4127-8aae-616bee4a098f","Introduction to Ethical and Professional Conduct","ZAGREB-ABA-3","Undergraduate","15","On-Campus","University of Zagreb","University of Zagreb","684E00CF-9F5B-E911-8106-000C29A8E632","Faculty of Education and Rehabilitation Sciences, University of Zagreb",
"d52e00c4-46d5-4923-9893-617f9255adf1","d52e00c4-46d5-4923-9893-617f9255adf1","Single-Case Research Methodologies and Research-based Practices in Special Education ","SESE 792","Graduate","3","Hybrid","Northern Illinois University","Northern Illinois University","46A77ECA-D75A-E911-8106-000C29A8E632","UnNamedDepartment",
"22b74bd8-d805-4ee7-bc6a-618d22c80bc6","22b74bd8-d805-4ee7-bc6a-618d22c80bc6","Research Methods","Psyc 30DG","Undergraduate","4","On-Campus","Saint Lawrence College","Saint Lawrence College","B9332234-015B-E911-8106-000C29A8E632","Behavioural Psychology",
"b20ca699-7142-4987-afbd-61b4d5975010","b20ca699-7142-4987-afbd-61b4d5975010","Measurement, Data Display, Interpretation, and Experimental Design","EDSBA 52100","Graduate","3","Hybrid","Lindenwood University","Lindenwood University","875902E1-385A-E911-8106-000C29A8E632","Educational Leadership",
"42fc5d33-e670-433f-a9f3-61d2cf740ea2","42fc5d33-e670-433f-a9f3-61d2cf740ea2","Applied Behavior Analysis I","PSYC 5DG","Undergraduate","4","On-Campus","Saint Lawrence College","Saint Lawrence College","B9332234-015B-E911-8106-000C29A8E632","Behavioural Psychology",
"6a17dfec-da6e-4bf5-ad25-61e6f7a3e12a","6a17dfec-da6e-4bf5-ad25-61e6f7a3e12a","Intervention and Implementation I","ATHABA-6","Graduate","15","On-Campus","Association for training in Neurodevelopment Monorodi","Association for training in Neurodevelopment Monorodi","F80242BD-4955-E911-8106-000C29A8E632","Monorodi",
"42646593-c1c6-441f-a8eb-61ea870e0e39","42646593-c1c6-441f-a8eb-61ea870e0e39","Applied Behavior Analysis II","9608070","Graduate","45","On-Campus","Kongju National University","Kongju National University","4B81F72C-275A-E911-8106-000C29A8E632","Behavioral Psychology and Intervention",
"5fd54ff0-f62c-44b4-8ecc-61f180fdf8a9","5fd54ff0-f62c-44b4-8ecc-61f180fdf8a9","Introuction to ABA for Special Educators","SPED 259","Graduate","3","Online","Hofstra University","Hofstra University","858DF753-6200-E411-BEB5-00505683000D","Special Education",
"b98fbede-2f6f-4894-962b-620547561f72","b98fbede-2f6f-4894-962b-620547561f72","Assessment Techniques in ABA","7102","Graduate","4","On-Campus","Wayne State University","Wayne State University","6A55E065-6200-E411-BEB5-00505683000D","Psychology",
"88d4de1b-5423-42e2-8e82-6244ae590de2","88d4de1b-5423-42e2-8e82-6244ae590de2","[SPRING 2020] APPLIED BEHAVIOR ANALYSIS AND SYSTEM SUPPORT","EDF 6223","Graduate","3.0","Online","University of West Florida","University of West Florida","0B58E065-6200-E411-BEB5-00505683000D","Center for Behavior Analysis",
"953bd342-e1d1-4b6c-bfe3-6264e1988012","953bd342-e1d1-4b6c-bfe3-6264e1988012","Functional Behavioral Assessment","SPY 604","Graduate","45","Both","University of Southern Maine","University of Southern Maine","0C55E065-6200-E411-BEB5-00505683000D","Psychology",
"55a286ef-2e83-4016-a73d-628ff5e1cc29","55a286ef-2e83-4016-a73d-628ff5e1cc29","Behavior and Learning Disabilities","UE 2 S3","Graduate","24","On-Campus","University of Lille","University of Lille","C3440377-935B-E911-8106-000C29A8E632","Psychology",
"62b00da5-dadc-495d-9aa6-62984e6cdf57","62b00da5-dadc-495d-9aa6-62984e6cdf57","Applied Behavior Analysis 1: Introduction to Concepts and Principles","5371","Graduate","3","Both","Northern Vermont University-Johnson","Northern Vermont University - Johnson","D08B219D-D85A-E911-8106-000C29A8E632","Education",
"22fbea53-d734-4fe1-aa35-62a1509620d6","22fbea53-d734-4fe1-aa35-62a1509620d6","Behavior Intervention in Developmental Disabilities","PSY 720.03","Graduate","2","Hybrid","Queens College","Queens College","767EF840-EE5A-E911-8106-000C29A8E632","Psychology",
"0c1ef3eb-cd08-4fa9-a7b7-62ac5c14f3dc","0c1ef3eb-cd08-4fa9-a7b7-62ac5c14f3dc","Instruction and Educational Interventions for Students with Moderate/Severe Disabilities","EDP 5643/ SPE 5643","Graduate","3","Hybrid","University of Texas San Antonio","University of Texas at San Antonio","FE338BC8-66AD-E411-B490-0050569C00A7","Interdisciplinary Learning & Teaching/Educational Psychology",
"58c18789-357a-4d7e-91d8-62b8b1de2d47","58c18789-357a-4d7e-91d8-62b8b1de2d47","Measurement and Single Case Design","Course 4","Graduate","3","Hybrid","Associations for the Advancement of Radical Behavior Analysis and the Italian-American Association of Behavior Analysis and Modification, and Behavioral-Cognitive Therapy (AARBA-AIAMC)","Associations for the Advancement of Radical Behavior Analysis and the Italian-American Association of Behavior Analysis and Modification, and Behavioral-Cognitive Therapy (AARBA-AIAMC)","97CE5E1E-A15B-E911-8106-000C29A8E632","AARBA-AIAMC",
"f955a32b-c505-422a-8552-62bd523eb890","f955a32b-c505-422a-8552-62bd523eb890","[September 2018] Research Methods in Behaviour Analysis","PSYC577-19A (HAM) & (NET)","Graduate","3","Both","University of Waikato","University of Waikato","1D55E065-6200-E411-BEB5-00505683000D","School of Psychology",
"a6f1b41b-8498-4bfa-be2b-62e97adabe6b","a6f1b41b-8498-4bfa-be2b-62e97adabe6b","Applied Behavior Analysis","SPED 6301","Graduate","3","On-Campus","Sam Houston State University","Sam Houston State University","474BD830-F1B1-E411-B490-0050569C00A7","Language, Literacy, and Special Populations",
"d76dac78-f291-4f3a-9ec7-633347ab3a17","d76dac78-f291-4f3a-9ec7-633347ab3a17","Behavior Change Procedures","SKA-4","Graduate","2","Online","Azerbaijan Agdam Social College","Azerbaijan Agdam Social College","7D7A5632-A15B-E911-8106-000C29A8E632","Department of Additional and Continuing Education",
"bd42176f-13b3-44ba-810b-6369df6a6803","bd42176f-13b3-44ba-810b-6369df6a6803","[September 2017] Applied Behavior Analysis","PSY 551","Graduate","4","On-Campus","Central Washington University","Central Washington University","378BF753-6200-E411-BEB5-00505683000D","Psychology",
"d2461537-22d2-45f2-9547-63811210188b","d2461537-22d2-45f2-9547-63811210188b","[FALL 2013] ABA Assessment and Intervention","ADST 5P73","Graduate","3","On-Campus","Brock University","Brock University","E798D86B-6200-E411-BEB5-00505683000D","Applied Disability Studies",
"66b57266-e737-4760-8cc8-6396ff3a459d","66b57266-e737-4760-8cc8-6396ff3a459d","Research Methods","PSYC 30DG","Undergraduate","4","On-Campus","Saint Lawrence College","Saint Lawrence College","B9332234-015B-E911-8106-000C29A8E632","Behavioural Psychology",
"2697d460-b95b-462b-8762-639966fbe185","2697d460-b95b-462b-8762-639966fbe185","(Fall 2017) INTRODUCTION TO BEHAVIOR ANALYSIS IN APPLIED SETTINGS","ABA503","Graduate","3","On-Campus","Azusa Pacific University","Azusa Pacific University","609D71D6-4E55-E911-8106-000C29A8E632","Education",
"3bad7202-08d4-4d2e-a3ae-63a981adbd1a","3bad7202-08d4-4d2e-a3ae-63a981adbd1a","Observational Methods & Functional Assessment.","6964","Graduate","3","On-Campus","Youngstown State University","Youngstown State University","CA55E065-6200-E411-BEB5-00505683000D","Psychology",
"d227b466-3134-405c-8c4c-63c1e3c5ff79","d227b466-3134-405c-8c4c-63c1e3c5ff79","Functional Behavioral Assessment","EDSE 521","Graduate","3","On-Campus","Central Washington University","Central Washington University","378BF753-6200-E411-BEB5-00505683000D","Psychology",
"54803502-8f2c-4a2d-9cc6-64040eb1e407","54803502-8f2c-4a2d-9cc6-64040eb1e407","Behavor analysis in Child Development","PSY 720.04","Graduate","3","Hybrid","Queens College","Queens College","767EF840-EE5A-E911-8106-000C29A8E632","Psychology",
"28d0544e-8726-46b7-b6a8-640d697c7c48","28d0544e-8726-46b7-b6a8-640d697c7c48","Professional Ethics and Issues in Behavior Analysis","AB565ON","Graduate","3","Online","Chicago School of Professional Psychology","Chicago School of Professional Psychology, The","0C50719A-2A14-E411-B0E2-0050569C00A7","Behavior Analysis",
"bef9bff7-1c84-4247-ab72-6429cc8b7e4a","bef9bff7-1c84-4247-ab72-6429cc8b7e4a","Current Issues and Research: Principles of Behavior","CPSE 601","Graduate","3","On-Campus","Brigham Young University","Brigham Young University","49E7FC4D-6200-E411-BEB5-00505683000D","Counseling Psychology and Special Education",
"f22f9de6-4378-49e5-854c-6436407d952b","f22f9de6-4378-49e5-854c-6436407d952b","Organizational Ethics in Behavior Analysis ","UNISABA10","Graduate","3","On-Campus","Universidad del Istmo de Guatemala","Universidad del Istmo de Guatemala","A9FF3A63-8B5B-E911-8106-000C29A8E632","Education",
"8e14afad-3484-49c8-88a0-643f5377f8fd","8e14afad-3484-49c8-88a0-643f5377f8fd","Survey of Behavior Analysis","EAB 6099","Graduate","3","On-Campus","University of Florida","University of Florida","DF13E85F-6200-E411-BEB5-00505683000D","Psychology",
"932df8d7-e5d5-4d82-9759-64450efa1aee","932df8d7-e5d5-4d82-9759-64450efa1aee","ABA","SPED 6301","Graduate","3","Hybrid","Sam Houston State University","Sam Houston State University","474BD830-F1B1-E411-B490-0050569C00A7","Language, Literacy, and Special Populations",
"d1b021b4-d8f6-4474-a873-6447fbcaadac","d1b021b4-d8f6-4474-a873-6447fbcaadac","Behavior Assessment","ABA 510","Graduate","3","Both","Georgian Court University","Georgian Court University","3958E065-6200-E411-BEB5-00505683000D","Psychology",
"7bb4a938-a4fb-4287-9052-64487e1623e0","7bb4a938-a4fb-4287-9052-64487e1623e0","Applied Behavior Analysis II","EDC 307","Undergraduate","3","On-Campus","University of Michigan - Dearborn","University of Michigan - Dearborn","9CEDCDCC-965B-E911-8106-000C29A8E632","College of Education, Health, and Human Services, Department of Education",
"e5996eca-7c9f-4090-8689-6455995bf704","e5996eca-7c9f-4090-8689-6455995bf704","Psychology 531:  Behavioral Assessment","Psychology 531","Graduate","30","On-Campus","University of Southern California","University of Southern California","7DDC8518-B12E-E711-AD45-0050569C00A7","Psychology",
"d9ebb131-d9c8-4858-b40e-645844a13b93","d9ebb131-d9c8-4858-b40e-645844a13b93","[Fall 2018] Research Methods in Behavior Anlaysis","PYI 5620","Graduate","3","On-Campus","Antioch University","Antioch University","297383A1-F5B1-E811-8102-000C29A8E632","Applied Behavior Analysis Certificate Program",
