"custrecord_rc_crse_crm_id","externalid","custrecord_rc_course_title","custrecord_rc_course_number","custrecord_rc_course_credit_level","custrecord_rc_course_credit_hours","custrecord_rc_course_instruction_mode","custrecord_crse_seq_crm_id","custrecord_crse_seq_departmnt","custrecord_crse_seq_apprvl_level","custrecord_inst_crm_id","custrecord_inst_name","custrecord_rc_course_edition","custrecord_rc_crs_seq_crs_assgn","custrecord_crse_seq_name",
"2b5a490e-bdd3-4f9e-a900-41e4343cd364","2b5a490e-bdd3-4f9e-a900-41e4343cd364","Single Subject Research Design","EDABA 790.00","Graduate","3","Both","70afa2f6-06c0-4fd3-8a0e-7fb955268237","Special Education","Graduate","FE8F70AB-1F5A-E911-8106-000C29A8E632","Hunter College","Fourth Edition","a3cce768-7fc8-4405-b97b-a4bdbdce5538","4253 BCBA",
"c105e3ea-82ef-4087-99c0-6ed4b0f58ce0","c105e3ea-82ef-4087-99c0-6ed4b0f58ce0","Instructional Methods in Applied Behavioral Analysis","6390","Graduate","3","Both","c8ac8167-28bf-4d88-b544-c3f0c1fbfbe7","Education","Graduate","D08B219D-D85A-E911-8106-000C29A8E632","Northern Vermont University - Johnson","Fourth Edition","42495876-7812-466b-af61-a4c4836880be","4476 BCBA",
"84d724cb-2170-4351-a494-cc1bf9603152","84d724cb-2170-4351-a494-cc1bf9603152","Professional Relationships with Families and Teams ","Soc Sci 2UF3E","Undergraduate","39","On-Campus","d166d11c-963d-414e-964f-81b29bbb51ed","Social Science","","88889CD6-CB5A-E911-8106-000C29A8E632","Mohawk College","Fourth Edition","21f91c87-8117-40df-b718-a4c4b885ba41","4320 BCaBA",
"804912c6-917a-4b26-a7f5-d3fdbbfd5614","804912c6-917a-4b26-a7f5-d3fdbbfd5614","Learning II-Laboratory","P1403-L","Graduate","1","On-Campus","81f807fe-2e03-4b28-8677-8dfbe65b57a1","Psychology","","80FF851B-285A-E911-8106-000C29A8E632","Konrad Lorenz University","Fourth Edition","c6e0d0cd-3894-4512-a5a0-a4fc8d39cd5d","4470 BCBA",
"22342d1c-aa0f-e111-8012-1cc1de727452","22342d1c-aa0f-e111-8012-1cc1de727452","[SPRING 2013] EDF 6226 Behavioral Assessment, Intervention, and Outcomes / Behavioral Assessments","EDF 6226","Graduate","3","Online","53cf0171-e040-4cfb-b355-9dd6c8ba69f6","Center for Behavior Analysis","Graduate","0B58E065-6200-E411-BEB5-00505683000D","University of West Florida","Fourth Edition","51a7660a-5a7b-46fc-b3d8-a4ff4206dabd","4044 BCaBA",
"1e4434d8-eae8-4083-84ba-c9fc2b8f688e","1e4434d8-eae8-4083-84ba-c9fc2b8f688e","Psychoeducational Assessment II","PSY 643","Graduate","3","On-Campus","300eeaa3-3fa9-40ea-ba55-8c958ee32430","Psychology","","0B55E065-6200-E411-BEB5-00505683000D","University of Southern Mississippi","Fourth Edition","09f1fa87-e0f4-4c92-9d57-a51f7159007d","4518 BCBA",
"3f344ca9-f7e6-e511-a589-00155da948a4","3f344ca9-f7e6-e511-a589-00155da948a4","Behavioral Interventions in Educational Settings","ABA-BBC04","Graduate","4","On-Campus","abc9019d-9e68-43af-9213-870eb8361400","Behavior Analysis","","D3152715-6E55-E911-8106-000C29A8E632","Beit Berl College","Fourth Edition","7af6cef6-72ab-4c77-abde-a568b265bc84","4390 BCBA",
"740ee012-a4eb-4402-8133-605ae92a12af","740ee012-a4eb-4402-8133-605ae92a12af","Behavior Change and Ethics","ABA or SWRK 5749","Graduate","3","Both","4edc87f7-5eff-4a0d-9233-f1e14ad6a8ee","","Graduate","F14763AB-F668-E411-B490-0050569C00A7","Saint Louis University","Fourth Edition","754bb9bf-8012-4a90-b0ae-a571f0cbdbdc","4055 BCBA",
"890b50af-6834-4ed7-9fb4-bdf1a30a5ebb","890b50af-6834-4ed7-9fb4-bdf1a30a5ebb","Ethics and Professional Conduct 2","ADST 5P76- JAN 2020","Graduate","30","On-Campus","4f13c645-c119-4679-89ab-40b4a833ed98","Applied Disability Studies","","E798D86B-6200-E411-BEB5-00505683000D","Brock University","Fourth Edition","940cfd49-1628-4544-bb1c-a5782cf43327","4234 BCBA",
"abce92df-00cd-4735-b033-8e8662491964","abce92df-00cd-4735-b033-8e8662491964","Selecting and Implementing Interventions","GCS-6","Graduate","2","On-Campus","0a1dbd04-ab76-42b4-8d53-d0f93d5691d2","Pedagogy","","5E54C586-D05A-E911-8106-000C29A8E632","Moscow Centre of Pedagogy and Psychology","Fifth Edition","54575852-f7a4-4d38-a970-a58d71f51723","4363 BCBA",
"c5439837-4c32-4de5-b860-8fccf0c846c4","c5439837-4c32-4de5-b860-8fccf0c846c4","Motivation and Reinforcement","PSYCH 732","Graduate","3","On-Campus","bd0b6b19-0591-4511-ab0b-a1c00f82ad4f","Psychology","","767EF840-EE5A-E911-8106-000C29A8E632","Queens College","Fourth Edition","df05770b-ea5f-49a4-858d-a590b6044170","4285 BCBA",
"25f28eef-8863-e311-965d-00155d445b26","25f28eef-8863-e311-965d-00155d445b26","ABA FIELDWORK 2","ABA510, SPED510","Graduate","1","On-Campus","387f6a50-dc02-46cc-9621-799b873a8392","Education","Graduate","609D71D6-4E55-E911-8106-000C29A8E632","Azusa Pacific University","Fourth Edition","05694285-7c05-4f97-accd-a5a3b6df9ddb","4174 BCBA",
"a22f2961-f21e-4f47-ab1d-907e481e2368","a22f2961-f21e-4f47-ab1d-907e481e2368","BehaviorChange Procedures","EDUABA 5","Graduate","3","On-Campus","c211875a-7eef-495b-9430-7481c6a0dc0d","Counseling, Special Education and Neuroscience","Graduate","ABED38A3-4D56-E911-8106-000C29A8E632","Emirates College for Advanced Education","Fifth Edition","40f0ad1e-f0c4-470d-a339-a5b124552aad","4508 BCBA",
"aed6bc1d-bc33-452e-902b-ceb880b68288","aed6bc1d-bc33-452e-902b-ceb880b68288","Elements of Behavior Change and Specific Behavior Change Procedures for Applied Behavioral Analysis","EDS 630 00, EDSBA 530 00","Graduate","3","Both","89fb0146-4dc6-4389-9132-8c11086b9b74","Educational Leadership","","875902E1-385A-E911-8106-000C29A8E632","Lindenwood University","Fourth Edition","8d7e29dd-038b-4f14-a7bc-a5c2c9ff5c74","4175 BCBA",
"3037d31b-efc5-4214-b210-9c41416e2644","3037d31b-efc5-4214-b210-9c41416e2644","Advanced Behavior Management","ESP 735","Graduate","3","On-Campus","80afc7af-8d7b-446f-8a70-7416ac6c3b69","Ed and Clinical Studies","","13D1ED5C-985B-E911-8106-000C29A8E632","University of Nevada Las Vegas","Fourth Edition","b510ddb0-5f8d-4d35-b9b0-a5c4c6738281","4267 BCBA",
"ef8271fe-d82a-454c-9d37-8f6685031936","ef8271fe-d82a-454c-9d37-8f6685031936","Practicum in Applied Behavior Analysis","PSYC 558","Graduate","may vary","On-Campus","d80dc249-cdbc-4996-8299-7a2a7b8ae4e5","Psychology","Graduate","5F80ED4F-C95A-E911-8106-000C29A8E632","Michigan School of Psychology","Fourth Edition","46f50e18-1ff8-4843-8e74-a5db84873942","4426 BCBA",
"e311aa8a-5fce-e411-97d3-00155da948a4","e311aa8a-5fce-e411-97d3-00155da948a4","Selecting, Defining and Measuring Behaviour","Module PS7092","Graduate","10","On-Campus","c977a2ae-606f-4392-aafd-ecf6f03644b8","Psychology","","114F02EF-915B-E911-8106-000C29A8E632","University of Dublin Trinity College","Fourth Edition","8b06636d-7171-413a-bf1d-a5fa029bbf0b","4282 BCaBA",
"01a750f6-dc1e-48a9-9d84-263faefa5b4f","01a750f6-dc1e-48a9-9d84-263faefa5b4f","Applied Behavior Analysis","Psyc 8550","Graduate","3","On-Campus","e751cf67-28b0-42f8-a32e-4869eb98e587","Psychology","","D99548F8-CC92-E511-A86B-0050569C00A7","Auburn University","Fourth Edition","60beb30c-fe66-4082-87c6-a603607dceb7","4001 BCBA",
"7554f095-a8cd-4a60-b8bb-d2fbe4ff37e2","7554f095-a8cd-4a60-b8bb-d2fbe4ff37e2","Advanced Behavioral Contingency Management in Schools","COUN502","Graduate","4","On-Campus","4946b5b5-2163-4246-9b2c-9ce880016963","Department of Special Education & Counseling","","20331563-1156-E911-8106-000C29A8E632","California State University Los Angeles","Fourth Edition","24ac4c76-6f47-4e8c-a945-a621f005dbd1","4110 BCBA",
"02bf1d2a-6554-4225-b501-a5e2c3f4a7d6","02bf1d2a-6554-4225-b501-a5e2c3f4a7d6","ABA","SPED 520","Graduate","3","Online","ed027487-13e6-4e19-9c0e-f1004718a579","Education","Graduate","6998D86B-6200-E411-BEB5-00505683000D","Montana State University - Billings","Fifth Edition","4ec4f3f4-03ed-4f33-9c4b-a67d97aa5354","4124 BCBA",
"2787ed39-2bea-e611-8758-000d3a34c950","2787ed39-2bea-e611-8758-000d3a34c950","Measurement-I: Research Methods in Behavior Analysis","Measurement","Graduate","15","Online","74455288-de68-4de7-864f-4e3fb46cebf0","Education Research Center for Children with Autism","","D775280C-6B55-E911-8106-000C29A8E632","Beijing Normal University","Fourth Edition","12ca22f5-b71c-42c9-8aaa-a687f8cd691a","4436 BCaBA",
"256a596b-9354-4c63-9fb9-5768e76fe1bd","256a596b-9354-4c63-9fb9-5768e76fe1bd","Introduction to Behavioral Research in Education","SPED 6700","Graduate","3","On-Campus","36b23f12-aabb-4d90-9785-c825caec7124","Special Education","Graduate","152FC9F3-5BB1-E411-B490-0050569C00A7","Utah State University","Fifth Edition","78f92f12-4e94-4f62-ba73-a6990ef1e93d","4263 BCBA",
"4ebe28a5-c709-4eb6-8c32-84921be99dc9","4ebe28a5-c709-4eb6-8c32-84921be99dc9","Ethics, Professional Conduct, and Legal Issues in Special Education","CPSE 618","Graduate","3","On-Campus","3bcd68d9-4ced-4d8a-b4d0-da232b12b0ec","Counseling Psychology and Special Education","","49E7FC4D-6200-E411-BEB5-00505683000D","Brigham Young University","Fourth Edition","2f9907ad-198a-4fe8-8de0-a6a54282d493","4425 BCBA",
"3cfe730f-9731-4ade-8736-8a9bfc03fe33","3cfe730f-9731-4ade-8736-8a9bfc03fe33","Research Methods in Applied Behavior Analysis (Spring 2014)","PSY: 699","Graduate","3","Online","3196db02-66ef-4787-8ac4-e7ef6397d497","Psychology","Undergraduate","AFADA79E-C492-E511-A86B-0050569C00A7","University of Nevada Reno","Fourth Edition","e9b5c2d6-3825-4ac6-8113-a6b9bdeced20","4323 BCaBA",
"bdbe2d6e-d187-433f-81ca-e18174f9eb45","bdbe2d6e-d187-433f-81ca-e18174f9eb45","Supervision and Management Fluency","EDF 6224","Graduate","3","Online","e68c5e82-8c53-4ed4-89f5-f73c6bd37803","Center for Behavior Analysis","Graduate","0B58E065-6200-E411-BEB5-00505683000D","University of West Florida","Fifth Edition","84871d4d-935e-49f8-91ed-a6cef7983fa6","4044 BCaBA",
"77b50039-79be-48a6-a09a-7b2ede6944c1","77b50039-79be-48a6-a09a-7b2ede6944c1","Seminar in Psychology: Behavior Analysis in Education.","6990","Graduate","3","On-Campus","ed666502-c912-4dec-aa47-7719593a6748","Psychology","","CA55E065-6200-E411-BEB5-00505683000D","Youngstown State University","Fourth Edition","70ca1b07-e569-4adb-9480-a6d548438c24","4378 BCBA",
"7d7378bc-b6ca-4221-82cd-430370c322f2","7d7378bc-b6ca-4221-82cd-430370c322f2","Applied Behavior Analysis in Special Education","EDEX 715","Graduate","3","On-Campus","973ebd3b-815a-4a1f-aa9d-187be3220bd0","Special Education","Graduate","0255E065-6200-E411-BEB5-00505683000D","University of South Carolina","Fourth Edition","ff4caba2-a097-4b84-98f2-a6d5b66fdf81","4049 BCBA",
"e63f6ea0-dcd9-e211-aef1-1cc1de727452","e63f6ea0-dcd9-e211-aef1-1cc1de727452","Concepts and Principles of Behavior Analysis","I","Graduate","4.5","Online","89a5aa95-6482-4148-af44-05aaeafdf72d","Department of Applied Behavior Analysis","","6228413D-D15A-E911-8106-000C29A8E632","Moscow Institute of Psychoanalysis","Fourth Edition","530c64e6-b94e-4e8b-adc4-a6d74a9c893d","4076 BCaBA",
"e04482b3-80c8-4048-96ee-accaf124a1ab","e04482b3-80c8-4048-96ee-accaf124a1ab","Applied Behavior Analysis I","EPY 641","Graduate","4","Online","d02dad10-8299-43ee-9d49-d29a4c6e61d9","Education","","3F7383A1-F5B1-E811-8102-000C29A8E632","Western Connecticut State University","Fourth Edition","d860e8b2-9762-42db-96e0-a6e0e3bb8540","4077 BCBA",
"4a269694-a46a-4742-aae9-43f95ed39e63","4a269694-a46a-4742-aae9-43f95ed39e63","Field Experience in ABA 1","EDP 7107","Graduate","2","On-Campus","1a12bb46-8134-47d8-91cb-b1e4a9c68467","Psychology","Graduate","6A55E065-6200-E411-BEB5-00505683000D","Wayne State University","Fourth Edition","7b0a4614-0b5a-44a1-96e0-a7121ae3ad55","4060 BCBA",
"0afbf925-6603-e311-883d-00155d445b26","0afbf925-6603-e311-883d-00155d445b26","Applied Behavior Analysis V","EPY 645","Graduate","3","Online","d02dad10-8299-43ee-9d49-d29a4c6e61d9","Education","","3F7383A1-F5B1-E811-8102-000C29A8E632","Western Connecticut State University","Fourth Edition","ff410118-efc5-4a83-a4f8-a748fd688e02","4077 BCBA",
"553ba936-73ad-4f34-aee4-7ebbb42d263d","553ba936-73ad-4f34-aee4-7ebbb42d263d","Ethical Guidelines for Behavior Analysts","105","Undergraduate","1","Hybrid","9a7a5817-0b47-46d1-b7aa-6f59b335ce9c","SEEK ABA-Taiwan","","2090EE70-A15B-E911-8106-000C29A8E632","CAPPDR-SEEK","Fourth Edition","1fdc06b7-29ff-449b-9d99-a74d9eb70d74","4081 BCaBA",
"a1911d1f-1e86-4074-8e1f-756527466fce","a1911d1f-1e86-4074-8e1f-756527466fce","Behavioral Assessment and Positive Behavior Support","ABA 345","Undergraduate","3","Both","3237de60-52b3-43a2-a69f-b184750c8b03","Applied Behavior Analysis - Autism","","9C21921F-8AB4-E511-990B-0050569C00C5","Capilano University - Applied Behaviour Analysis - Autism Dept.","Fourth Edition","b9e09d09-cfb7-4c0a-8418-a758beac05dd","4186 BCaBA",
"8ce8eddd-f2b5-4592-80cc-c8c2a44d1e72","8ce8eddd-f2b5-4592-80cc-c8c2a44d1e72","Behavioral Intervention","EDIS 5135","Graduate","3","Online","ab8c85c8-288b-4f39-a7fe-a486a412a86e","Curriculum Instruction and Special Education","","2F7383A1-F5B1-E811-8102-000C29A8E632","University of Virginia","Fifth Edition","59e013b3-c274-4991-aca5-a76298bfb8d8","4472 BCaBA",
"fb356e1b-b33a-47d4-ba21-dab4038a9812","fb356e1b-b33a-47d4-ba21-dab4038a9812","Ethics, Law and Professional Practice","ABA 527","Graduate","3","Online","61146aa9-c957-4743-9313-78f8618db4b0","Psychology","","88A83A8F-0F5B-E511-A86B-0050569C00A7","Philadelphia College of Osteopathic Medicine","Fourth Edition","1ace9f3c-8a9a-424b-b64a-a7b019dac6e4","4160 BCBA (coursework only)",
"abaa8033-a578-402b-a42f-44400ac0dfc9","abaa8033-a578-402b-a42f-44400ac0dfc9","Behavior assessment and intervention","CPSE 614","Graduate","3","On-Campus","2daf9c42-1f7e-4e5b-8544-bd4116ebcae3","Counseling Psychology and Special Education","","49E7FC4D-6200-E411-BEB5-00505683000D","Brigham Young University","Fifth Edition","9539a88b-089f-4c31-98f1-a7c5193e609d","4425 BCBA",
"a2ffabfb-0806-4cba-8e38-6eef4456f489","a2ffabfb-0806-4cba-8e38-6eef4456f489","Decreasing, Eliminating and Replacing Problem Behavior","5015","Graduate","2","Online","27895b2a-d462-4a73-bcfd-48f5f15347a0","Behavior Analysis","","F58CF753-6200-E411-BEB5-00505683000D","Florida Tech","Fourth Edition","d76b97b3-9737-4fae-9adf-a7c916493db8","4038 BCBA",
"bbb90a2b-9e1b-41b3-9f41-409fa62feeca","bbb90a2b-9e1b-41b3-9f41-409fa62feeca","[Fall 2006] Practicum in Applied Psychology (III)","PSYC 7910","Graduate","3","On-Campus","e751cf67-28b0-42f8-a32e-4869eb98e587","Psychology","","D99548F8-CC92-E511-A86B-0050569C00A7","Auburn University","Fourth Edition","e699c781-c236-41d7-90c3-a7cb3f67450d","4001 BCBA",
"4598e759-8ef4-e211-b56d-00155d445b26","4598e759-8ef4-e211-b56d-00155d445b26","Introduction to Ethics and Professional Conduct","BMI-3","Graduate","15","On-Campus","f6042ca2-dc1d-4e33-a2b2-7a2a66f5c592","Behavior Analysis","","8298D86B-6200-E411-BEB5-00505683000D","Behavior Momentum India","Fourth Edition","046ace2c-285f-426a-9106-a7dd54822a02","4071 BCaBA",
"fe52ef6b-d360-4b85-8ab1-8c389a82d6bf","fe52ef6b-d360-4b85-8ab1-8c389a82d6bf","Principles of Behavior Analysis","6113","Graduate","3","On-Campus","eb9a0f78-cf5e-4ac9-a333-9bb739b859e7","Counseling, Educational Psychology, and Foundations","Graduate","B3FA4358-CA5A-E911-8106-000C29A8E632","Mississippi State University","Fourth Edition","da985123-88a2-45ed-a2a4-a7e7f8a8a43d","4291 BCBA",
"a27f02ff-366d-47e1-af51-e81bd8a7d3e0","a27f02ff-366d-47e1-af51-e81bd8a7d3e0","Ethical and Professional Conduct for the Applied Behavior Analyst","SPED 6335","Graduate","3","Online","1e8d261f-0c5a-48ec-a775-33504be0aec2","Education","Graduate","588923A5-925B-E911-8106-000C29A8E632","University of Houston Victoria","Fourth Edition","c72b5d93-d22c-4b21-a224-a7f453b8c1bc","4054 BCBA",
"176144eb-29c7-e811-8f88-000d3a30c887","176144eb-29c7-e811-8f88-000d3a30c887","(Summer 2017) Professional Practice of ABA","ABA 612","Graduate","3","On-Campus","87565649-37d8-4073-8f82-c22cbeb89e7b","Communication Sciences and Disorders","","66C383BC-4C56-E911-8106-000C29A8E632","Elms College","Fourth Edition","fe7f9055-77ac-49fb-8b9d-a7fcb2ecc706","4008 BCBA",
"82538916-cb22-4867-8fbe-440428133591","82538916-cb22-4867-8fbe-440428133591","[Fall 2017] Behavior Analysis Practicum ll","EDS66200","Graduate","3","Both","89fb0146-4dc6-4389-9132-8c11086b9b74","Educational Leadership","","875902E1-385A-E911-8106-000C29A8E632","Lindenwood University","Fourth Edition","16c1f74a-9293-48da-995e-a83e804d9615","4175 BCBA",
"73960f9e-3312-468e-adaf-eef67e36b5b0","73960f9e-3312-468e-adaf-eef67e36b5b0","Applied Behaviour Analysis 2","0","Undergraduate","3","On-Campus","d362a00b-7557-4d04-aa0c-28ffa10d3cf4","School of Social & Community Services","","732E3946-1F5A-E911-8106-000C29A8E632","Humber College","Fourth Edition","c38fe913-2883-4933-be21-a8532ad4d8ec","4102 BCaBA",
"a3549922-f0ce-e311-a74a-00155d445b26","a3549922-f0ce-e311-a74a-00155d445b26","Advanced Interventions for Addressing Severe Behavior","SPED 63032","Graduate","3","Online","078f3c0b-b715-4dd9-93c9-f0ef8c08ee9c","Special Education","Graduate","C2CEEF59-6200-E411-BEB5-00505683000D","Kent State University","Fourth Edition","5d78b004-2318-4f95-b4a8-a86ade61cb33","4242 BCBA",
"f823ea59-1f18-433a-83d1-a1c37b8824b8","f823ea59-1f18-433a-83d1-a1c37b8824b8","Advanced Positive Behavioral Support","SERP 529b","Graduate","3","Online","9c0e4f82-85b0-4e6a-9fed-decdf04991dd","Disability and Psychoeducational Studies","","3A28208C-D72A-E911-8106-000C29A8E632","University of Arizona","Fourth Edition","2b60a442-4090-4e78-afe6-a890f7eb3eba","4177 BCBA",
"5b5a0332-72f9-490e-83c2-27679eb043ba","5b5a0332-72f9-490e-83c2-27679eb043ba","Identification of the Problem and Assessment","ABA 510","Graduate","3","On-Campus","8825ade3-2d05-48f8-bb1e-68ad34fb6b2b","Psychology","Graduate","3958E065-6200-E411-BEB5-00505683000D","Georgian Court University","Fourth Edition","537ca2ed-e891-475b-807d-a8bb8e34520f","4073 BCBA",
"c570d761-b5d9-4479-94a5-af747f547dc7","c570d761-b5d9-4479-94a5-af747f547dc7","Behavior Change Procedures I ","AB 556SD","Graduate","3.0","On-Campus","dc68bbc6-84ae-4d55-b72a-11357f64cbd4","Applied Behavior Analysis","","0C50719A-2A14-E411-B0E2-0050569C00A7","Chicago School of Professional Psychology, The","Fourth Edition","48951332-90ad-40ec-b6b2-a8d049b15782","4502 BCBA IR, LA, SD",
"d1437e5c-8d76-4747-8d5e-1a95c42262f7","d1437e5c-8d76-4747-8d5e-1a95c42262f7","Philosophical Underpinnings & Concepts and Principles II","ATHABA 8","Graduate","3","Both","24228716-b469-4ced-a3dd-83d98841dddb","Monorodi","","F80242BD-4955-E911-8106-000C29A8E632","Association for training in Neurodevelopment Monorodi","Fifth Edition","8265892e-6756-4f0e-8bb9-a8e8f1ddbe4c","4261 BCBA",
"c8c274fd-2ef0-4e1d-a537-10efd10510f1","c8c274fd-2ef0-4e1d-a537-10efd10510f1","[SUMMER 2020] Measurement and Single Case Design","EDF 6437","Graduate","3","Online","e9e14e3d-d954-4578-991c-01ada20becff","Center for Behavior Analysis","Graduate","0B58E065-6200-E411-BEB5-00505683000D","University of West Florida","Fifth Edition","8ab8722f-d411-460b-89d4-a8ebe97a5f66","4043 BCBA",
"eb83686d-253c-4144-adb8-e573d8428900","eb83686d-253c-4144-adb8-e573d8428900","Ethical and Professional Conduct in Behaviour Analysis","1021202-0","Graduate","30","On-Campus","1e3b777f-a074-4d28-a5d5-4df98a143032","Further Education","","00C9E437-DB5A-E911-8106-000C29A8E632","Oranim Academic College of Education","Fourth Edition","31746947-c05d-4162-a3e0-a8ef123b10a0","4321 BCaBA",
"291753ef-0631-46bd-a43f-97c2b071e3ae","291753ef-0631-46bd-a43f-97c2b071e3ae","Applied Behavior Analysis II (Before SP 2018)","EDSP5243, EDSP 5970, RS 6133, RS6213","Graduate","3","Both","a6d1e078-e861-48cd-b20c-edc9a3ce5bc3","Educational Psychology","","4158E065-6200-E411-BEB5-00505683000D","University of Oklahoma","Fourth Edition","9c8fe779-db05-46a6-87b9-a8f5d3c08fde","4040 BCBA",
"539d2d15-f2ed-4a82-96bd-47e13f41a9a1","539d2d15-f2ed-4a82-96bd-47e13f41a9a1","Advanced Psychological Measurement","525AB","Graduate","45","Hybrid","9105e4d8-f825-4867-9b36-c1e3e338d82e","Psychology","","6EE7FC4D-6200-E411-BEB5-00505683000D","California State University Northridge","Fourth Edition","764d5c55-f1ca-4e90-9f05-a8f63e71c3e5","4145 BCBA",
"f8bc3b9f-0360-43f0-a4d0-2c854bc28f5a","f8bc3b9f-0360-43f0-a4d0-2c854bc28f5a","Principles and Procedures for Behavior Intervention","SPY 606","Graduate","3","Both","f659a922-e548-47bc-831d-c047213b3bd0","Psychology","Graduate","0C55E065-6200-E411-BEB5-00505683000D","University of Southern Maine","Fifth Edition","f97bb68c-35ab-4f6a-8b09-a9031b570034","4074 BCBA",
"e061e842-c553-423d-8b64-eb2a5166bf3a","e061e842-c553-423d-8b64-eb2a5166bf3a","Systematic Conceptualization of Applied Behavior Analysis in Educational Settings","COUN508","Graduate","4","On-Campus","4946b5b5-2163-4246-9b2c-9ce880016963","Department of Special Education & Counseling","","20331563-1156-E911-8106-000C29A8E632","California State University Los Angeles","Fourth Edition","ab014301-eb1d-4edf-9a44-a903cd51b6b8","4110 BCBA",
"30258c20-0278-4c35-a94e-a92eb0c48c5c","30258c20-0278-4c35-a94e-a92eb0c48c5c","Philosophical Underpinnings & Concepts and Principles II","BACS 5007","Graduate","3","Online","c82e56d9-bbca-41fc-bdbf-b34373007afb","","","F6102C78-BD54-E911-8106-000C29A8E632","ABA Training Solutions","Fifth Edition","ce78745b-62ca-4960-b26e-a90f1c5a7ee5","4509 BCBA",
"062c09b3-4c5e-4d7d-90fb-bf6aee4da69c","062c09b3-4c5e-4d7d-90fb-bf6aee4da69c","Strategies, Methods, Interventions and Approaches to Teaching Reading, Math, Writing, and Content Area information","SPED 545","Graduate","6","Hybrid","2cdeff51-f676-4acf-b643-95d853a76ef7","Special Education","Graduate","EBBEF54E-895B-E911-8106-000C29A8E632","Trinity Christian College","Fourth Edition","99c7730d-c335-4d81-bf21-a91578712341","4085 BCBA",
"b537a4b9-434d-4304-8cf6-da101d385336","b537a4b9-434d-4304-8cf6-da101d385336","Module 5:  Behavioural Intervention, Measurement & Evaluation 1","PS7094","Graduate","38","On-Campus","059affe4-ae38-4902-8ee2-49fb68c89aba","School of Psychology","","114F02EF-915B-E911-8106-000C29A8E632","University of Dublin Trinity College","Fourth Edition","788ae7d8-13c4-4bea-ac5d-a91bc072ec9e","4380 BCaBA",
"790d23d9-a9fd-45ea-9aaf-e1f8a6228469","790d23d9-a9fd-45ea-9aaf-e1f8a6228469","Designing Behavioral Interventions and Supports","IABS 2XX","Undergraduate","3","On-Campus","59a35d05-08e8-4ad5-81d1-508e255be3cd","Counseling and Applied Behavioral Studies","","F7BC40C8-5AB1-E411-B490-0050569C00A7","University of Saint Joseph","Fourth Edition","e383a9c2-e8bb-4301-9afe-a92e6e76c6e2","4287 BCaBA",
"ff452599-38eb-e711-90d9-000d3a30c887","ff452599-38eb-e711-90d9-000d3a30c887","Practicum in Applied Behavior Analysis","SPLED 867","Graduate","may vary","Hybrid","eee4f581-504a-4abd-a449-13b565db03f2","Education","Graduate","4F7383A1-F5B1-E811-8102-000C29A8E632","Pennsylvania State University","Fourth Edition","5d9fb500-a3e4-40a8-8e54-a94e9e88c487","4027 BCBA",
"873cdd60-a8eb-49db-b0f7-e6a53cfe4c51","873cdd60-a8eb-49db-b0f7-e6a53cfe4c51","Advanced Topics in ABA","ABA 443","Undergraduate","3","Both","1d45fa67-52ce-42a8-bd07-ca53f91d9856","Applied Behavior Analysis - Autism","","9C21921F-8AB4-E511-990B-0050569C00C5","Capilano University - Applied Behaviour Analysis - Autism Dept.","Fifth Edition","476eb3c1-49db-40f1-8fb0-a95f13c4721f","4186 BCaBA",
"c5bd3301-57ec-4e65-85c3-b9f53a80b6c1","c5bd3301-57ec-4e65-85c3-b9f53a80b6c1","Behavioral  Assessments","Course 2","Graduate","3","Hybrid","1162a3ca-9937-4c22-8279-c78f100df46c","AARBA-AIAMC","","97CE5E1E-A15B-E911-8106-000C29A8E632","Associations for the Advancement of Radical Behavior Analysis and the Italian-American Association of Behavior Analysis and Modification, and Behavioral-Cognitive Therapy (AARBA-AIAMC)","Fifth Edition","94fdad16-9a73-496c-a2e6-a9785d766e34","4513 BCBA",
"3853b1e3-9a8f-43ff-b847-cffbb00d3674","3853b1e3-9a8f-43ff-b847-cffbb00d3674","Functional Analysis of Behavior","EDUB 7030, EDUB 6030","Graduate","3","On-Campus","3dc2a885-dc22-4a40-9bb8-32d225bfd060","Curriculum and Instruction","","2C13E85F-6200-E411-BEB5-00505683000D","Tennessee Technological University","Fourth Edition","1c2a02c2-0c2a-4910-b474-a9908a3c5164","4274 BCBA",
"1148412c-c6a6-4ae5-9cfc-ad06470b96cb","1148412c-c6a6-4ae5-9cfc-ad06470b96cb","Practicum II","6969","Graduate","3","On-Campus","ed666502-c912-4dec-aa47-7719593a6748","Psychology","","CA55E065-6200-E411-BEB5-00505683000D","Youngstown State University","Fourth Edition","ce2af8d1-bef6-4965-bd2b-a99b82bff021","4378 BCBA",
"5e0eb370-58bc-e411-a950-00155da948a4","5e0eb370-58bc-e411-a950-00155da948a4","Practice of Applied Behavior Analysis","000566","Undergraduate","3","Online","5395ed45-3312-4f7e-8764-62c51bce737e","Department of Behavior Therapy","Undergraduate","FCCD36FE-A599-E911-810E-000C29A8E632","Daegu Cyber University","Fourth Edition","69e9dee9-f65d-4748-b3f6-a9de0ee1a709","4295 BCaBA",
